Tick,Throttle,Speed,Current,Voltage
6657,0, 0, 348, 52435
6963,0, 0, 354, 52433
7013,0, 0, 354, 52433
7063,0, 0, 354, 52433
7113,0, 0, 347, 52433
7163,0, 0, 347, 52433
7213,0, 0, 347, 52433
7263,0, 0, 347, 52433
7313,0, 0, 347, 52431
7363,0, 0, 347, 52431
7413,0, 0, 347, 52431
7463,0, 0, 347, 52431
7513,0, 0, 349, 52431
7563,0, 0, 349, 52431
7613,0, 0, 349, 52431
7663,0, 0, 349, 52431
7713,0, 0, 349, 52440
7763,0, 0, 349, 52440
7813,0, 0, 349, 52440
7863,0, 0, 349, 52440
7913,0, 0, 341, 52440
8090,0, 0, 341, 52440
8182,0, 0, 341, 52435
8232,0, 0, 341, 52435
8282,0, 0, 341, 52435
8332,0, 0, 354, 52435
8382,0, 0, 354, 52435
8432,0, 0, 354, 52435
8482,0, 0, 354, 52435
8532,0, 0, 354, 52430
8582,0, 0, 354, 52430
8632,0, 0, 354, 52430
8682,0, 0, 354, 52430
8732,0, 0, 351, 52430
8782,0, 0, 351, 52430
8832,0, 0, 351, 52430
8882,0, 0, 351, 52430
8932,0, 0, 351, 52434
8982,0, 0, 351, 52434
9032,0, 0, 351, 52434
9082,0, 0, 351, 52434
9218,0, 0, 348, 52434
9268,0, 0, 348, 52434
9318,0, 0, 348, 52437
9368,0, 0, 348, 52437
9461,0, 0, 348, 52437
9511,0, 0, 354, 52437
9561,0, 0, 354, 52437
9611,0, 0, 354, 52437
9661,0, 0, 354, 52437
9711,0, 0, 354, 52432
9761,0, 0, 354, 52432
9811,0, 0, 354, 52432
9861,0, 0, 354, 52432
9911,0, 0, 351, 52432
9961,0, 0, 351, 52432
10011,0, 0, 351, 52432
10061,0, 0, 351, 52432
10111,0, 0, 351, 52432
10161,0, 0, 351, 52432
10211,0, 0, 351, 52432
10347,0, 0, 354, 52432
10397,0, 0, 354, 52432
10447,0, 0, 354, 52432
10497,0, 0, 354, 52432
10547,0, 0, 354, 52436
10597,0, 0, 354, 52436
10647,0, 0, 354, 52436
10740,0, 0, 360, 52436
10790,0, 0, 360, 52436
10840,0, 0, 360, 52436
10890,0, 0, 360, 52436
10940,0, 0, 360, 52437
10990,0, 0, 360, 52437
11040,0, 0, 360, 52437
11090,0, 0, 360, 52437
11140,0, 0, 349, 52437
11190,0, 0, 349, 52437
11240,0, 0, 349, 52437
11290,0, 0, 349, 52437
11340,0, 0, 349, 52430
11476,0, 0, 349, 52430
11526,0, 0, 351, 52430
11576,0, 0, 351, 52430
11626,0, 0, 351, 52430
11676,0, 0, 351, 52430
11726,0, 0, 351, 52433
11776,0, 0, 351, 52433
11826,0, 0, 351, 52433
11876,0, 0, 351, 52433
11969,0, 0, 341, 52433
12019,0, 0, 341, 52433
12069,0, 0, 341, 52433
12119,0, 0, 341, 52429
12169,0, 0, 341, 52429
12219,0, 0, 341, 52429
12269,0, 0, 341, 52429
12319,0, 0, 348, 52429
12369,0, 0, 348, 52429
12419,0, 0, 348, 52429
12469,0, 0, 348, 52429
12605,0, 0, 348, 52433
12655,0, 0, 348, 52433
12705,0, 0, 348, 52433
12755,0, 0, 351, 52433
12805,0, 0, 351, 52433
12855,0, 0, 351, 52433
12905,0, 0, 351, 52433
12955,0, 0, 351, 52433
13005,0, 0, 351, 52433
13055,0, 0, 351, 52433
13105,0, 0, 351, 52433
13155,0, 0, 352, 52433
13248,0, 0, 352, 52433
13298,0, 0, 352, 52433
13348,0, 0, 352, 52432
13398,0, 0, 352, 52432
13448,0, 0, 352, 52432
13498,0, 0, 352, 52432
13548,0, 0, 349, 52432
13598,0, 0, 349, 52432
13734,0, 0, 349, 52435
13784,0, 0, 349, 52435
13834,0, 0, 349, 52435
13884,0, 0, 349, 52435
13934,0, 0, 344, 52435
13984,0, 0, 344, 52435
14034,0, 0, 344, 52435
14084,0, 0, 344, 52435
14134,0, 0, 344, 52426
14184,0, 0, 344, 52426
14234,0, 0, 344, 52426
14284,0, 0, 344, 52426
14334,0, 0, 347, 52426
14384,0, 0, 347, 52426
14477,0, 0, 347, 52426
14527,0, 0, 347, 52432
14577,0, 0, 347, 52432
14627,0, 0, 347, 52432
14677,0, 0, 347, 52432
14727,0, 0, 356, 52432
14863,0, 0, 356, 52432
14913,0, 0, 356, 52432
14963,0, 0, 356, 52427
15013,0, 0, 356, 52427
15063,0, 0, 356, 52427
15113,0, 0, 356, 52427
15163,0, 0, 348, 52427
15213,0, 0, 348, 52427
15263,0, 0, 348, 52427
15313,0, 0, 348, 52427
15363,0, 0, 348, 52434
15413,0, 0, 348, 52434
15463,0, 0, 348, 52434
15513,0, 0, 348, 52434
15563,0, 0, 341, 52434
15613,0, 0, 341, 52434
15707,0, 0, 341, 52434
15757,0, 0, 341, 52430
15807,0, 0, 341, 52430
15857,0, 0, 341, 52430
15992,0, 0, 353, 52430
16042,0, 0, 353, 52430
16092,0, 0, 353, 52430
16142,0, 0, 353, 52432
16192,0, 0, 353, 52432
16242,0, 0, 353, 52432
16292,0, 0, 353, 52432
16342,0, 0, 107, 52432
16392,0, 0, 107, 52432
16442,0, 0, 107, 52432
16492,0, 0, 107, 52432
16542,0, 0, 107, 52425
16592,0, 0, 107, 52425
16642,0, 0, 107, 52425
16692,0, 0, 107, 52425
16742,0, 0, 117, 52425
16792,0, 0, 117, 52425
16842,0, 0, 117, 52425
16934,0, 0, 117, 52425
16984,0, 0, 117, 52432
17119,0, 0, 117, 52432
17169,0, 0, 116, 52432
17219,0, 0, 116, 52432
17269,0, 0, 116, 52432
17319,0, 0, 116, 52432
17369,0, 0, 116, 52415
17419,0, 0, 116, 52415
17469,0, 0, 116, 52415
17519,0, 0, 116, 52415
17569,0, 0, 36, 52415
17619,0, 0, 36, 52415
17669,0, 0, 36, 52415
17719,0, 0, 36, 52415
17769,0, 0, 36, 52424
17819,0, 0, 36, 52424
17869,0, 0, 36, 52424
