
No.,Date&Time,ms,CH4,CH5,CH6,Pulse1,Alarm1,AlarmLP,AlarmOut
136,2023-05-26 16:59:22,750,-0.000,-0.3120,+49.41,0,LLLLLLLLLL,LLLLLLLLLLLLLLLL,LLLLLLLLL
137,2023-05-26 16:59:22,800,-0.000,-0.3120,+49.41,0,LLLLLLLLLL,LLLLLLLLLLLLLLLL,LLLLLLLLL
138,2023-05-26 16:59:22,850,-0.000,-0.3120,+49.41,0,LLLLLLLLLL,LLLLLLLLLLLLLLLL,LLLLLLLLL
139,2023-05-26 16:59:22,900,-0.000,-0.3040,+49.41,0,LLLLLLLLLL,LLLLLLLLLLLLLLLL,LLLLLLLLL
140,2023-05-26 16:59:22,950,-0.000,-0.3120,+49.41,0,LLLLLLLLLL,LLLLLLLLLLLLLLLL,LLLLLLLLL
141,2023-05-26 16:59:23,000,-0.000,-0.3120,+49.41,0,LLLLLLLLLL,LLLLLLLLLLLLLLLL,LLLLLLLLL
142,2023-05-26 16:59:23,050,-0.000,-0.3120,+49.41,0,LLLLLLLLLL,LLLLLLLLLLLLLLLL,LLLLLLLLL
143,2023-05-26 16:59:23,100,-0.000,-0.3120,+49.41,0,LLLLLLLLLL,LLLLLLLLLLLLLLLL,LLLLLLLLL
144,2023-05-26 16:59:23,150,-0.000,-0.3040,+49.41,0,LLLLLLLLLL,LLLLLLLLLLLLLLLL,LLLLLLLLL
145,2023-05-26 16:59:23,200,-0.000,-0.3120,+49.41,0,LLLLLLLLLL,LLLLLLLLLLLLLLLL,LLLLLLLLL
146,2023-05-26 16:59:23,250,-0.000,-0.3120,+49.41,0,LLLLLLLLLL,LLLLLLLLLLLLLLLL,LLLLLLLLL
147,2023-05-26 16:59:23,300,-0.000,-0.3120,+49.41,0,LLLLLLLLLL,LLLLLLLLLLLLLLLL,LLLLLLLLL
148,2023-05-26 16:59:23,350,-0.000,-0.3040,+49.41,0,LLLLLLLLLL,LLLLLLLLLLLLLLLL,LLLLLLLLL
149,2023-05-26 16:59:23,400,-0.000,-0.3040,+49.41,0,LLLLLLLLLL,LLLLLLLLLLLLLLLL,LLLLLLLLL
150,2023-05-26 16:59:23,450,-0.000,-0.3120,+49.41,0,LLLLLLLLLL,LLLLLLLLLLLLLLLL,LLLLLLLLL
151,2023-05-26 16:59:23,500,-0.000,-0.3040,+49.41,0,LLLLLLLLLL,LLLLLLLLLLLLLLLL,LLLLLLLLL
152,2023-05-26 16:59:23,550,-0.000,-0.3120,+49.41,0,LLLLLLLLLL,LLLLLLLLLLLLLLLL,LLLLLLLLL
153,2023-05-26 16:59:23,600,-0.000,-0.3120,+49.41,0,LLLLLLLLLL,LLLLLLLLLLLLLLLL,LLLLLLLLL
154,2023-05-26 16:59:23,650,-0.000,-0.3120,+49.41,0,LLLLLLLLLL,LLLLLLLLLLLLLLLL,LLLLLLLLL
155,2023-05-26 16:59:23,700,-0.000,-0.3120,+49.41,0,LLLLLLLLLL,LLLLLLLLLLLLLLLL,LLLLLLLLL
156,2023-05-26 16:59:23,750,-0.000,-0.3120,+49.41,0,LLLLLLLLLL,LLLLLLLLLLLLLLLL,LLLLLLLLL
157,2023-05-26 16:59:23,800,-0.000,-0.3040,+49.41,0,LLLLLLLLLL,LLLLLLLLLLLLLLLL,LLLLLLLLL
158,2023-05-26 16:59:23,850,-0.000,-0.3120,+49.40,0,LLLLLLLLLL,LLLLLLLLLLLLLLLL,LLLLLLLLL
159,2023-05-26 16:59:23,900,-0.000,-0.3120,+49.41,0,LLLLLLLLLL,LLLLLLLLLLLLLLLL,LLLLLLLLL
160,2023-05-26 16:59:23,950,-0.000,-0.3040,+49.41,0,LLLLLLLLLL,LLLLLLLLLLLLLLLL,LLLLLLLLL
161,2023-05-26 16:59:24,000,-0.000,-0.3040,+49.41,0,LLLLLLLLLL,LLLLLLLLLLLLLLLL,LLLLLLLLL
162,2023-05-26 16:59:24,050,-0.000,-0.3120,+49.41,0,LLLLLLLLLL,LLLLLLLLLLLLLLLL,LLLLLLLLL
163,2023-05-26 16:59:24,100,-0.000,-0.3120,+49.41,0,LLLLLLLLLL,LLLLLLLLLLLLLLLL,LLLLLLLLL
164,2023-05-26 16:59:24,150,-0.000,-0.3120,+49.41,0,LLLLLLLLLL,LLLLLLLLLLLLLLLL,LLLLLLLLL
165,2023-05-26 16:59:24,200,-0.000,-0.3120,+49.41,0,LLLLLLLLLL,LLLLLLLLLLLLLLLL,LLLLLLLLL
166,2023-05-26 16:59:24,250,-0.000,-0.3120,+49.41,0,LLLLLLLLLL,LLLLLLLLLLLLLLLL,LLLLLLLLL
