Tick,Throttle,Speed,Current,Voltage,Speed1
38953,0, 0, 0, 0, 5682
39003,0, 0, 0, 0, 5682
39053,0, 0, 0, 0, 5682
39105,0, 0, 0, 0, 5682
39155,0, 0, 0, 0, 5682
39205,0, 0, 0, 0, 5682
39255,0, 0, 0, 0, 5682
39305,0, 0, 0, 0, 5682
39357,0, 0, 0, 0, 5682
39407,0, 0, 0, 0, 5682
39457,0, 0, 0, 0, 5682
39507,0, 0, 0, 0, 5682
39557,0, 0, 0, 0, 5682
39609,0, 0, 0, 0, 5682
39659,0, 0, 0, 0, 5682
39709,0, 0, 0, 0, 5682
39760,0, 0, 0, 0, 5682
39810,0, 0, 0, 0, 5682
39862,0, 0, 0, 0, 5682
39912,0, 0, 0, 0, 5682
39962,0, 0, 0, 0, 5682
40012,0, 0, 0, 0, 5682
40062,0, 0, 0, 0, 5682
40116,0, 0, 0, 0, 5682
40166,0, 0, 0, 0, 5682
40216,0, 0, 0, 0, 5682
40266,0, 0, 0, 0, 5682
40316,0, 0, 0, 0, 5682
40368,0, 0, 0, 0, 5682
40418,0, 0, 0, 0, 5682
40468,0, 0, 0, 0, 5682
40518,0, 0, 0, 0, 5682
40568,0, 0, 0, 0, 5682
40620,0, 0, 0, 0, 5682
40670,0, 0, 0, 0, 5682
40720,0, 0, 0, 0, 5682
40770,0, 0, 0, 0, 5682
40820,0, 0, 0, 0, 5682
40872,0, 0, 0, 0, 5682
40923,0, 0, 0, 0, 5682
40973,0, 0, 0, 0, 5682
41023,0, 0, 0, 0, 5682
41073,0, 0, 0, 0, 5682
41125,0, 0, 0, 0, 5682
41175,0, 0, 0, 0, 5682
41225,0, 0, 0, 0, 5682
41275,0, 0, 0, 0, 5682
41325,0, 0, 0, 0, 5682
41377,0, 0, 0, 0, 5682
41427,0, 0, 0, 0, 5682
41477,0, 0, 0, 0, 5682
41527,0, 0, 0, 0, 5682
41577,0, 0, 0, 0, 5682
41629,0, 0, 0, 0, 5682
41679,0, 0, 0, 0, 5682
41729,0, 0, 0, 0, 5682
41779,0, 0, 0, 0, 5682
41829,0, 0, 0, 0, 5682
41881,0, 0, 0, 0, 5682
41931,0, 0, 0, 0, 5682
41981,0, 0, 0, 0, 5682
42032,0, 0, 0, 0, 5682
42082,0, 0, 0, 0, 5682
42134,0, 0, 0, 0, 5682
42184,0, 0, 0, 0, 5682
42234,0, 0, 0, 0, 5682
42284,0, 0, 0, 0, 5682
42334,0, 0, 0, 0, 5682
42386,0, 0, 0, 0, 5682
42436,0, 0, 0, 0, 5682
42486,0, 0, 0, 0, 5682
42536,0, 0, 0, 0, 5682
42586,0, 0, 0, 0, 5682
42638,0, 0, 0, 0, 5682
42688,0, 0, 0, 0, 5682
42738,0, 0, 0, 0, 5682
42788,0, 0, 0, 0, 5682
42838,0, 0, 0, 0, 5682
42890,0, 0, 0, 0, 5682
42940,0, 0, 0, 0, 5682
42990,0, 0, 0, 0, 5682
43040,0, 0, 0, 0, 5682
43090,0, 0, 0, 0, 5682
43144,0, 0, 0, 0, 5682
43194,0, 0, 0, 0, 5682
43244,0, 0, 0, 0, 5682
43294,0, 0, 0, 0, 5682
43344,0, 0, 0, 0, 5682
43396,0, 0, 0, 0, 5682
43446,0, 0, 0, 0, 5682
43496,0, 0, 0, 0, 5682
43546,0, 0, 0, 0, 5682
43596,0, 0, 0, 0, 5682
43648,0, 0, 0, 0, 5682
43698,0, 0, 0, 0, 5682
43748,0, 0, 0, 0, 5682
43798,0, 0, 0, 0, 5682
43848,0, 0, 0, 0, 5682
43900,0, 0, 0, 0, 5682
43950,0, 0, 0, 0, 5682
44000,0, 0, 0, 0, 5682
44050,0, 0, 0, 0, 5682
44100,0, 0, 0, 0, 5682
44152,0, 0, 0, 0, 5682
44202,0, 0, 0, 0, 5682
44253,0, 0, 0, 0, 5682
44303,0, 0, 0, 0, 5682
44353,0, 0, 0, 0, 5682
44405,0, 0, 0, 0, 5682
44455,0, 0, 0, 0, 5682
44505,0, 0, 0, 0, 5682
44555,0, 0, 0, 0, 5682
44605,0, 0, 0, 0, 5682
44657,0, 0, 0, 0, 5682
44707,0, 0, 0, 0, 5682
44757,0, 0, 0, 0, 5682
44807,0, 0, 0, 0, 5682
44857,0, 0, 0, 0, 5682
44909,0, 0, 0, 0, 5682
44959,0, 0, 0, 0, 5682
45009,0, 0, 0, 0, 5682
45059,0, 0, 0, 0, 5682
45109,0, 0, 0, 0, 5682
45161,0, 0, 0, 0, 5682
45211,0, 0, 0, 0, 5682
45261,0, 0, 0, 0, 5682
45311,0, 0, 0, 0, 5682
45361,0, 0, 0, 0, 5682
45414,0, 0, 0, 0, 5682
45464,0, 0, 0, 0, 5682
45514,0, 0, 0, 0, 5682
45564,0, 0, 0, 0, 5682
45614,0, 0, 0, 0, 5682
45667,0, 0, 0, 0, 5682
45717,0, 0, 0, 0, 5682
45767,0, 0, 0, 0, 5682
45817,0, 0, 0, 0, 5682
45867,0, 0, 0, 0, 5682
45919,0, 0, 0, 0, 5682
45969,0, 0, 0, 0, 5682
46019,0, 0, 0, 0, 5682
46069,0, 0, 0, 0, 5682
46119,0, 0, 0, 0, 5682
46171,0, 0, 0, 0, 5682
46221,0, 0, 0, 0, 5682
46271,0, 0, 0, 0, 5682
46321,0, 0, 0, 0, 5682
46371,0, 0, 0, 0, 5682
46423,0, 0, 0, 0, 5682
46473,0, 0, 0, 0, 5682
46524,0, 0, 0, 0, 5682
46574,0, 0, 0, 0, 5682
46624,0, 0, 0, 0, 5682
46676,0, 0, 0, 0, 5682
46726,0, 0, 0, 0, 5682
46776,0, 0, 0, 0, 5682
46826,0, 0, 0, 0, 5682
46876,0, 0, 0, 0, 5682
46928,0, 0, 0, 0, 5682
46978,0, 0, 0, 0, 5682
47028,0, 0, 0, 0, 5682
47078,0, 0, 0, 0, 5682
47128,0, 0, 0, 0, 5682
47180,0, 0, 0, 0, 5682
47230,0, 0, 0, 0, 5682
47280,0, 0, 0, 0, 5682
47330,0, 0, 0, 0, 5682
47380,0, 0, 0, 0, 5682
47432,0, 0, 0, 0, 5682
47482,0, 0, 0, 0, 5682
47532,0, 0, 0, 0, 5682
47582,0, 0, 0, 0, 5682
47633,0, 0, 0, 0, 5682
47685,0, 0, 0, 0, 5682
47735,0, 0, 0, 0, 5682
47785,0, 0, 0, 0, 5682
47835,0, 0, 0, 0, 5682
47885,0, 0, 0, 0, 5682
47937,0, 0, 0, 0, 5682
47987,0, 0, 0, 0, 5682
48037,0, 0, 0, 0, 5682
48087,0, 0, 0, 0, 5682
48137,0, 0, 0, 0, 5682
48189,0, 0, 0, 0, 5682
48239,0, 0, 0, 0, 5682
48289,0, 0, 0, 0, 5682
48339,0, 0, 0, 0, 5682
48389,0, 0, 0, 0, 5682
48441,0, 0, 0, 0, 5682
48491,0, 0, 0, 0, 5682
48541,0, 0, 0, 0, 5682
48591,0, 0, 0, 0, 5682
48641,0, 0, 0, 0, 5682
48693,0, 0, 0, 0, 5682
48744,0, 0, 0, 0, 5682
48794,0, 0, 0, 0, 5682
48844,0, 0, 0, 0, 5682
48894,0, 0, 0, 0, 5682
48946,0, 0, 0, 0, 5682
48996,0, 0, 0, 0, 5682
49046,0, 0, 0, 0, 5682
49096,0, 0, 0, 0, 5682
49146,0, 0, 0, 0, 5682
49198,0, 0, 0, 0, 5682
49248,0, 0, 0, 0, 5682
49298,0, 0, 0, 0, 5682
49348,0, 0, 0, 0, 5682
49398,0, 0, 0, 0, 5682
49450,0, 0, 0, 0, 5682
49500,0, 0, 0, 0, 5682
49550,0, 0, 0, 0, 5682
49600,0, 0, 0, 0, 5682
49650,0, 0, 0, 0, 5682
49702,0, 0, 0, 0, 5682
49752,0, 0, 0, 0, 5682
49802,0, 0, 0, 0, 5682
49852,0, 0, 0, 0, 5682
49903,0, 0, 0, 0, 5682
49955,0, 0, 0, 0, 5682
50005,0, 0, 0, 0, 5682
50055,0, 0, 0, 0, 5682
50105,0, 0, 0, 0, 5682
50155,0, 0, 0, 0, 5682
50207,0, 0, 0, 0, 5682
50257,0, 0, 0, 0, 5682
50307,0, 0, 0, 0, 5682
50357,0, 0, 0, 0, 5682
50407,0, 0, 0, 0, 5682
50459,0, 0, 0, 0, 5682
50509,0, 0, 0, 0, 5682
50559,0, 0, 0, 0, 5682
50609,0, 0, 0, 0, 5682
50659,0, 0, 0, 0, 5682
50711,0, 0, 0, 0, 5682
50761,0, 0, 0, 0, 5682
50811,0, 0, 0, 0, 5682
50861,0, 0, 0, 0, 5682
50911,0, 0, 0, 0, 5682
50963,0, 0, 0, 0, 5682
51014,0, 0, 0, 0, 5682
51064,0, 0, 0, 0, 5682
51114,0, 0, 0, 0, 5682
51164,0, 0, 0, 0, 5682
51216,0, 0, 0, 0, 5682
51266,0, 0, 0, 0, 5682
51316,0, 0, 0, 0, 5682
51366,0, 0, 0, 0, 5682
51416,0, 0, 0, 0, 5682
51470,0, 0, 0, 0, 5682
51520,0, 0, 0, 0, 5682
51570,0, 0, 0, 0, 5682
51620,0, 0, 0, 0, 5682
51670,0, 0, 0, 0, 5682
51722,0, 0, 0, 0, 5682
51774,0, 0, 0, 0, 5682
51824,0, 0, 0, 0, 5682
51874,0, 0, 0, 0, 5682
51924,0, 0, 0, 0, 5682
51974,0, 0, 0, 0, 5682
52026,0, 0, 0, 0, 5682
52076,0, 0, 0, 0, 5682
52127,0, 0, 0, 0, 5682
52177,0, 0, 0, 0, 5682
52227,0, 0, 0, 0, 5682
52279,0, 0, 0, 0, 5682
52329,0, 0, 0, 0, 5682
52379,0, 0, 0, 0, 5682
52429,0, 0, 0, 0, 5682
52479,0, 0, 0, 0, 5682
52531,0, 0, 0, 0, 5682
52581,0, 0, 0, 0, 5682
52631,0, 0, 0, 0, 5682
52681,0, 0, 0, 0, 5682
52731,0, 0, 0, 0, 5682
52783,0, 0, 0, 0, 5682
52833,0, 0, 0, 0, 5682
52883,0, 0, 0, 0, 5682
52933,0, 0, 0, 0, 5682
52983,0, 0, 0, 0, 5682
53035,0, 0, 0, 0, 5682
53085,0, 0, 0, 0, 5682
53135,0, 0, 0, 0, 5682
53185,0, 0, 0, 0, 5682
53235,0, 0, 0, 0, 5682
53288,0, 0, 0, 0, 5682
53338,0, 0, 0, 0, 5682
53388,0, 0, 0, 0, 5682
53438,0, 0, 0, 0, 5682
53488,0, 0, 0, 0, 5682
53540,0, 0, 0, 0, 5682
53590,0, 0, 0, 0, 5682
53640,0, 0, 0, 0, 5682
53690,0, 0, 0, 0, 5682
53740,0, 0, 0, 0, 5682
53792,0, 0, 0, 0, 5682
53842,0, 0, 0, 0, 5682
53892,0, 0, 0, 0, 5682
53942,0, 0, 0, 0, 5682
53992,0, 0, 0, 0, 5682
54044,0, 0, 0, 0, 5682
54094,0, 0, 0, 0, 5682
54144,0, 0, 0, 0, 5682
54194,0, 0, 0, 0, 5682
54244,0, 0, 0, 0, 5682
54296,0, 0, 0, 0, 5682
54346,0, 0, 0, 0, 5682
54397,0, 0, 0, 0, 5682
54447,0, 0, 0, 0, 5682
54497,0, 0, 0, 0, 5682
54549,0, 0, 0, 0, 5682
54599,0, 0, 0, 0, 5682
54649,0, 0, 0, 0, 5682
54699,0, 0, 0, 0, 5682
54749,0, 0, 0, 0, 5682
54801,0, 0, 0, 0, 5682
54851,0, 0, 0, 0, 5682
54901,0, 0, 0, 0, 5682
54951,0, 0, 0, 0, 5682
55001,0, 0, 0, 0, 5682
55053,0, 0, 0, 0, 5682
55103,0, 0, 0, 0, 5682
55153,0, 0, 0, 0, 5682
55203,0, 0, 0, 0, 5682
55253,0, 0, 0, 0, 5682
55305,0, 0, 0, 0, 5682
55355,0, 0, 0, 0, 5682
55405,0, 0, 0, 0, 5682
55455,0, 0, 0, 0, 5682
55506,0, 0, 0, 0, 5682
55558,0, 0, 0, 0, 5682
55608,0, 0, 0, 0, 5682
55658,0, 0, 0, 0, 5682
55708,0, 0, 0, 0, 5682
55758,0, 0, 0, 0, 5682
55810,0, 0, 0, 0, 5682
55860,0, 0, 0, 0, 5682
55910,0, 0, 0, 0, 5682
55960,0, 0, 0, 0, 5682
56010,0, 0, 0, 0, 5682
56062,0, 0, 0, 0, 5682
56112,0, 0, 0, 0, 5682
56162,0, 0, 0, 0, 5682
56212,0, 0, 0, 0, 5682
56262,0, 0, 0, 0, 5682
56314,0, 0, 0, 0, 5682
56364,0, 0, 0, 0, 5682
56414,0, 0, 0, 0, 5682
56464,0, 0, 0, 0, 5682
56514,0, 0, 0, 0, 5682
56566,0, 0, 0, 0, 5682
56617,0, 0, 0, 0, 5682
56667,0, 0, 0, 0, 5682
56717,0, 0, 0, 0, 5682
56767,0, 0, 0, 0, 5682
56821,0, 0, 0, 0, 5682
56871,0, 0, 0, 0, 5682
56921,0, 0, 0, 0, 5682
56971,0, 0, 0, 0, 5682
57021,0, 0, 0, 0, 5682
57073,0, 0, 0, 0, 5682
57123,0, 0, 0, 0, 5682
57173,0, 0, 0, 0, 5682
57223,0, 0, 0, 0, 5682
57273,0, 0, 0, 0, 5682
57325,0, 0, 0, 0, 5682
57375,0, 0, 0, 0, 5682
57425,0, 0, 0, 0, 5682
57475,0, 0, 0, 0, 5682
57525,0, 0, 0, 0, 5682
57577,0, 0, 0, 0, 5682
57627,0, 0, 0, 0, 5682
57677,0, 0, 0, 0, 5682
57727,0, 0, 0, 0, 5682
57778,0, 0, 0, 0, 5682
57830,0, 0, 0, 0, 5682
57880,0, 0, 0, 0, 5682
57930,0, 0, 0, 0, 5682
57980,0, 0, 0, 0, 5682
58030,0, 0, 0, 0, 5682
58082,0, 0, 0, 0, 5682
58132,0, 0, 0, 0, 5682
58182,0, 0, 0, 0, 5682
58232,0, 0, 0, 0, 5682
58282,0, 0, 0, 0, 5682
58334,0, 0, 0, 0, 5682
58384,0, 0, 0, 0, 5682
58434,0, 0, 0, 0, 5682
58484,0, 0, 0, 0, 5682
58534,0, 0, 0, 0, 5682
58586,0, 0, 0, 0, 5682
58636,0, 0, 0, 0, 5682
58686,0, 0, 0, 0, 5682
58736,0, 0, 0, 0, 5682
58786,0, 0, 0, 0, 5682
58838,0, 0, 0, 0, 5682
58889,0, 0, 0, 0, 5682
58939,0, 0, 0, 0, 5682
58989,0, 0, 0, 0, 5682
59039,0, 0, 0, 0, 5682
59091,0, 0, 0, 0, 5682
59141,0, 0, 0, 0, 5682
59191,0, 0, 0, 0, 5682
59241,0, 0, 0, 0, 5682
59291,0, 0, 0, 0, 5682
59343,0, 0, 0, 0, 5682
59393,0, 0, 0, 0, 5682
59443,0, 0, 0, 0, 5682
59493,0, 0, 0, 0, 5682
59543,0, 0, 0, 0, 5682
59595,0, 0, 0, 0, 5682
59645,0, 0, 0, 0, 5682
59695,0, 0, 0, 0, 5682
59745,0, 0, 0, 0, 5682
59795,0, 0, 0, 0, 5682
59847,0, 0, 0, 0, 5682
59897,0, 0, 0, 0, 5682
59947,0, 0, 0, 0, 5682
59998,0, 0, 0, 0, 5682
60048,0, 0, 0, 0, 5682
60100,0, 0, 0, 0, 5682
60150,0, 0, 0, 0, 5682
60200,0, 0, 0, 0, 5682
60250,0, 0, 0, 0, 5682
60300,0, 0, 0, 0, 5682
60352,0, 0, 0, 0, 5682
60402,0, 0, 0, 0, 5682
60452,0, 0, 0, 0, 5682
60502,0, 0, 0, 0, 5682
60552,0, 0, 0, 0, 5682
60604,0, 0, 0, 0, 5682
60654,0, 0, 0, 0, 5682
60704,0, 0, 0, 0, 5682
60754,0, 0, 0, 0, 5682
60804,0, 0, 0, 0, 5682
60856,0, 0, 0, 0, 5682
60906,0, 0, 0, 0, 5682
60956,0, 0, 0, 0, 5682
61006,0, 0, 0, 0, 5682
61056,0, 0, 0, 0, 5682
61110,0, 0, 0, 0, 5682
61160,0, 0, 0, 0, 5682
61210,0, 0, 0, 0, 5682
61260,0, 0, 0, 0, 5682
61310,0, 0, 0, 0, 5682
61362,0, 0, 0, 0, 5682
61412,0, 0, 0, 0, 5682
61462,0, 0, 0, 0, 5682
61512,0, 0, 0, 0, 5682
61562,0, 0, 0, 0, 5682
61614,0, 0, 0, 0, 5682
61664,0, 0, 0, 0, 5682
61714,0, 0, 0, 0, 5682
61764,0, 0, 0, 0, 5682
61814,0, 0, 0, 0, 5682
61866,0, 0, 0, 0, 5682
61916,0, 0, 0, 0, 5682
61966,0, 0, 0, 0, 5682
62016,0, 0, 0, 0, 5682
62066,0, 0, 0, 0, 5682
62118,0, 0, 0, 0, 5682
62168,0, 0, 0, 0, 5682
62218,0, 0, 0, 0, 5682
62269,0, 0, 0, 0, 5682
62319,0, 0, 0, 0, 5682
62371,0, 0, 0, 0, 5682
62421,0, 0, 0, 0, 5682
62471,0, 0, 0, 0, 5682
62521,0, 0, 0, 0, 5682
62571,0, 0, 0, 0, 5682
62624,0, 0, 0, 0, 5682
62674,0, 0, 0, 0, 5682
62724,0, 0, 0, 0, 5682
62774,0, 0, 0, 0, 5682
62824,0, 0, 0, 0, 5682
62876,0, 0, 0, 0, 5682
62926,0, 0, 0, 0, 5682
62976,0, 0, 0, 0, 5682
63026,0, 0, 0, 0, 5682
63076,0, 0, 0, 0, 5682
63128,0, 0, 0, 0, 5682
63178,0, 0, 0, 0, 5682
63228,0, 0, 0, 0, 5682
63278,0, 0, 0, 0, 5682
63328,0, 0, 0, 0, 5682
63381,0, 0, 0, 0, 5682
63431,0, 0, 0, 0, 5682
63481,0, 0, 0, 0, 5682
63531,0, 0, 0, 0, 5682
63581,0, 0, 0, 0, 5682
63633,0, 0, 0, 0, 5682
63683,0, 0, 0, 0, 5682
63733,0, 0, 0, 0, 5682
63783,0, 0, 0, 0, 5682
63833,0, 0, 0, 0, 5682
63885,0, 0, 0, 0, 5682
63935,0, 0, 0, 0, 5682
63985,0, 0, 0, 0, 5682
64035,0, 0, 0, 0, 5682
64085,0, 0, 0, 0, 5682
64137,0, 0, 0, 0, 5682
64187,0, 0, 0, 0, 5682
64237,0, 0, 0, 0, 5682
64287,0, 0, 0, 0, 5682
64337,0, 0, 0, 0, 5682
64389,0, 0, 0, 0, 5682
64439,0, 0, 0, 0, 5682
64490,0, 0, 0, 0, 5682
64540,0, 0, 0, 0, 5682
64590,0, 0, 0, 0, 5682
64642,0, 0, 0, 0, 5682
64694,0, 0, 0, 0, 5682
64744,0, 0, 0, 0, 5682
64794,0, 0, 0, 0, 5682
64844,0, 0, 0, 0, 5682
64894,0, 0, 0, 0, 5682
64946,0, 0, 0, 0, 5682
64996,0, 0, 0, 0, 5682
65046,0, 0, 0, 0, 5682
65096,0, 0, 0, 0, 5682
65146,0, 0, 0, 0, 5682
65198,0, 0, 0, 0, 5682
65248,0, 0, 0, 0, 5682
65298,0, 0, 0, 0, 5682
65348,0, 0, 0, 0, 5682
65398,0, 0, 0, 0, 5682
65450,0, 0, 0, 0, 5682
65500,0, 0, 0, 0, 5682
65550,0, 0, 0, 0, 5682
65601,0, 0, 0, 0, 5682
65651,0, 0, 0, 0, 5682
65703,0, 0, 0, 0, 5682
65753,0, 0, 0, 0, 5682
65803,0, 0, 0, 0, 5682
65853,0, 0, 0, 0, 5682
65903,0, 0, 0, 0, 5682
65955,0, 0, 0, 0, 5682
66005,0, 0, 0, 0, 5682
66055,0, 0, 0, 0, 5682
66105,0, 0, 0, 0, 5682
66155,0, 0, 0, 0, 5682
66207,0, 0, 0, 0, 5682
66257,0, 0, 0, 0, 5682
66307,0, 0, 0, 0, 5682
66357,0, 0, 0, 0, 5682
66407,0, 0, 0, 0, 5682
66459,0, 0, 0, 0, 5682
66509,0, 0, 0, 0, 5682
66559,0, 0, 0, 0, 5682
66609,0, 0, 0, 0, 5682
66659,0, 0, 0, 0, 5682
66711,0, 0, 0, 0, 5682
66762,0, 0, 0, 0, 5682
66812,0, 0, 0, 0, 5682
66862,0, 0, 0, 0, 5682
66912,0, 0, 0, 0, 5682
66964,0, 0, 0, 0, 5682
67014,0, 0, 0, 0, 5682
67064,0, 0, 0, 0, 5682
67114,0, 0, 0, 0, 5682
67164,0, 0, 0, 0, 5682
67216,0, 0, 0, 0, 5682
67266,0, 0, 0, 0, 5682
67316,0, 0, 0, 0, 5682
67366,0, 0, 0, 0, 5682
67416,0, 0, 0, 0, 5682
67468,0, 0, 0, 0, 5682
67518,0, 0, 0, 0, 5682
67568,0, 0, 0, 0, 5682
67618,0, 0, 0, 0, 5682
67668,0, 0, 0, 0, 5682
67720,0, 0, 0, 0, 5682
67770,0, 0, 0, 0, 5682
67820,0, 0, 0, 0, 5682
67871,0, 0, 0, 0, 5682
67921,0, 0, 0, 0, 5682
67975,0, 0, 0, 0, 5682
68025,0, 0, 0, 0, 5682
68075,0, 0, 0, 0, 5682
68125,0, 0, 0, 0, 5682
68175,0, 0, 0, 0, 5682
68227,0, 0, 0, 0, 5682
68277,0, 0, 0, 0, 5682
68327,0, 0, 0, 0, 5682
68377,0, 0, 0, 0, 5682
68427,0, 0, 0, 0, 5682
68479,0, 0, 0, 0, 5682
68529,0, 0, 0, 0, 5682
68579,0, 0, 0, 0, 5682
68629,0, 0, 0, 0, 5682
68679,0, 0, 0, 0, 5682
68731,0, 0, 0, 0, 5682
68781,0, 0, 0, 0, 5682
68831,0, 0, 0, 0, 5682
68881,0, 0, 0, 0, 5682
68931,0, 0, 0, 0, 5682
68985,0, 0, 0, 0, 5682
69035,0, 0, 0, 0, 5682
69085,0, 0, 0, 0, 5682
69135,0, 0, 0, 0, 5682
69185,0, 0, 0, 0, 5682
69237,0, 0, 0, 0, 5682
69287,0, 0, 0, 0, 5682
69337,0, 0, 0, 0, 5682
69387,0, 0, 0, 0, 5682
69437,0, 0, 0, 0, 5682
69489,0, 0, 0, 0, 5682
69539,0, 0, 0, 0, 5682
69589,0, 0, 0, 0, 5682
69639,0, 0, 0, 0, 5682
69689,0, 0, 0, 0, 5682
69741,0, 0, 0, 0, 5682
69791,0, 0, 0, 0, 5682
69841,0, 0, 0, 0, 5682
69891,0, 0, 0, 0, 5682
69941,0, 0, 0, 0, 5682
69993,0, 0, 0, 0, 5682
70043,0, 0, 0, 0, 5682
70094,0, 0, 0, 0, 5682
70144,0, 0, 0, 0, 5682
70194,0, 0, 0, 0, 5682
70246,0, 0, 0, 0, 5682
70296,0, 0, 0, 0, 5682
70346,0, 0, 0, 0, 5682
70396,0, 0, 0, 0, 5682
70446,0, 0, 0, 0, 5682
70498,0, 0, 0, 0, 5682
70548,0, 0, 0, 0, 5682
70598,0, 0, 0, 0, 5682
70648,0, 0, 0, 0, 5682
70698,0, 0, 0, 0, 5682
70750,0, 0, 0, 0, 5682
70800,0, 0, 0, 0, 5682
70850,0, 0, 0, 0, 5682
70900,0, 0, 0, 0, 5682
70950,0, 0, 0, 0, 5682
71002,0, 0, 0, 0, 5682
71052,0, 0, 0, 0, 5682
71102,0, 0, 0, 0, 5682
71152,0, 0, 0, 0, 5682
71202,0, 0, 0, 0, 5682
71255,0, 0, 0, 0, 5682
71305,0, 0, 0, 0, 5682
71355,0, 0, 0, 0, 5682
71405,0, 0, 0, 0, 5682
71455,0, 0, 0, 0, 5682
71507,0, 0, 0, 0, 5682
71557,0, 0, 0, 0, 5682
71607,0, 0, 0, 0, 5682
71657,0, 0, 0, 0, 5682
71707,0, 0, 0, 0, 5682
71759,0, 0, 0, 0, 5682
71809,0, 0, 0, 0, 5682
71859,0, 0, 0, 0, 5682
71909,0, 0, 0, 0, 5682
71959,0, 0, 0, 0, 5682
72011,0, 0, 0, 0, 5682
72061,0, 0, 0, 0, 5682
72111,0, 0, 0, 0, 5682
72161,0, 0, 0, 0, 5682
72211,0, 0, 0, 0, 5682
72263,0, 0, 0, 0, 5682
72313,0, 0, 0, 0, 5682
72365,0, 0, 0, 0, 5682
72415,0, 0, 0, 0, 5682
72465,0, 0, 0, 0, 5682
72522,0, 0, 0, 0, 5682
72572,0, 0, 0, 0, 5682
72622,0, 0, 0, 0, 5682
72672,0, 0, 0, 0, 5682
72722,0, 0, 0, 0, 5682
72775,0, 0, 0, 0, 5682
72825,0, 0, 0, 0, 5682
72875,0, 0, 0, 0, 5682
72925,0, 0, 0, 0, 5682
72975,0, 0, 0, 0, 5682
73027,0, 0, 0, 0, 5682
73077,0, 0, 0, 0, 5682
73127,0, 0, 0, 0, 5682
73177,0, 0, 0, 0, 5682
73227,0, 0, 0, 0, 5682
73279,0, 0, 0, 0, 5682
73329,0, 0, 0, 0, 5682
73379,0, 0, 0, 0, 5682
73429,0, 0, 0, 0, 5682
73481,0, 0, 0, 0, 5682
73533,0, 0, 0, 0, 5682
73583,0, 0, 0, 0, 5682
73633,0, 0, 0, 0, 5682
73683,0, 0, 0, 0, 5682
73733,0, 0, 0, 0, 5682
73785,0, 0, 0, 0, 5682
73835,0, 0, 0, 0, 5682
73885,0, 0, 0, 0, 5682
73935,0, 0, 0, 0, 5682
73985,0, 0, 0, 0, 5682
74037,0, 0, 0, 0, 5682
74087,0, 0, 0, 0, 5682
74137,0, 0, 0, 0, 5682
74187,0, 0, 0, 0, 5682
74237,0, 0, 0, 0, 5682
74289,0, 0, 0, 0, 5682
74339,0, 0, 0, 0, 5682
74389,0, 0, 0, 0, 5682
74439,0, 0, 0, 0, 5682
74489,0, 0, 0, 0, 5682
74541,0, 0, 0, 0, 5682
74592,0, 0, 0, 0, 5682
74642,0, 0, 0, 0, 5682
74692,0, 0, 0, 0, 5682
74742,0, 0, 0, 0, 5682
74794,0, 0, 0, 0, 5682
74844,0, 0, 0, 0, 5682
74894,0, 0, 0, 0, 5682
74944,0, 0, 0, 0, 5682
74994,0, 0, 0, 0, 5682
75046,0, 0, 0, 0, 5682
75096,0, 0, 0, 0, 5682
75146,0, 0, 0, 0, 5682
75196,0, 0, 0, 0, 5682
75246,0, 0, 0, 0, 5682
75298,0, 0, 0, 0, 5682
75348,0, 0, 0, 0, 5682
75398,0, 0, 0, 0, 5682
75448,0, 0, 0, 0, 5682
75498,0, 0, 0, 0, 5682
75550,0, 0, 0, 0, 5682
75600,0, 0, 0, 0, 5682
75650,0, 0, 0, 0, 5682
75700,0, 0, 0, 0, 5682
75751,0, 0, 0, 0, 5682
75803,0, 0, 0, 0, 5682
75853,0, 0, 0, 0, 5682
75903,0, 0, 0, 0, 5682
75953,0, 0, 0, 0, 5682
76003,0, 0, 0, 0, 5682
76055,0, 0, 0, 0, 5682
76105,0, 0, 0, 0, 5682
76155,0, 0, 0, 0, 5682
76205,0, 0, 0, 0, 5682
76255,0, 0, 0, 0, 5682
76307,0, 0, 0, 0, 5682
76357,0, 0, 0, 0, 5682
76407,0, 0, 0, 0, 5682
76457,0, 0, 0, 0, 5682
76507,0, 0, 0, 0, 5682
76559,0, 0, 0, 0, 5682
76609,0, 0, 0, 0, 5682
76659,0, 0, 0, 0, 5682
76709,0, 0, 0, 0, 5682
76759,0, 0, 0, 0, 5682
76811,0, 0, 0, 0, 5682
76862,0, 0, 0, 0, 5682
76912,0, 0, 0, 0, 5682
76962,0, 0, 0, 0, 5682
77012,0, 0, 0, 0, 5682
77064,0, 0, 0, 0, 5682
77114,0, 0, 0, 0, 5682
77164,0, 0, 0, 0, 5682
77214,0, 0, 0, 0, 5682
77264,0, 0, 0, 0, 5682
77316,0, 0, 0, 0, 5682
77366,0, 0, 0, 0, 5682
77416,0, 0, 0, 0, 5682
77466,0, 0, 0, 0, 5682
77516,0, 0, 0, 0, 5682
77568,0, 0, 0, 0, 5682
77620,0, 0, 0, 0, 5682
77670,0, 0, 0, 0, 5682
77720,0, 0, 0, 0, 5682
77770,0, 0, 0, 0, 5682
77820,0, 0, 0, 0, 5682
77872,0, 0, 0, 0, 5682
77922,0, 0, 0, 0, 5682
77973,0, 0, 0, 0, 5682
78023,0, 0, 0, 0, 5682
78073,0, 0, 0, 0, 5682
