Tick,Throttle,Speed,Current,Voltage,Speed1
35363,0, 0, 0, 0, 5682
35413,0, 0, 0, 0, 5682
35463,0, 0, 0, 0, 5682
35515,0, 0, 0, 0, 5682
35565,0, 0, 0, 0, 5682
35615,0, 0, 0, 0, 5682
35665,0, 0, 0, 0, 5682
35715,0, 0, 0, 0, 5682
35767,0, 0, 0, 0, 5682
35817,0, 0, 0, 0, 5682
35867,0, 0, 0, 0, 5682
35917,0, 0, 0, 0, 5682
35967,0, 0, 0, 0, 5682
36019,0, 0, 0, 0, 5682
36069,0, 0, 0, 0, 5682
36119,0, 0, 0, 0, 5682
36169,0, 0, 0, 0, 5682
36219,0, 0, 0, 0, 5682
36271,0, 0, 0, 0, 5682
36321,0, 0, 0, 0, 5682
36371,0, 0, 0, 0, 5682
36423,0, 0, 0, 0, 5682
36473,0, 0, 0, 0, 5682
36530,0, 0, 0, 0, 5682
36580,0, 0, 0, 0, 5682
36630,0, 0, 0, 0, 5682
36680,0, 0, 0, 0, 5682
36730,0, 0, 0, 0, 5682
36783,0, 0, 0, 0, 5682
36833,0, 0, 0, 0, 5682
36883,0, 0, 0, 0, 5682
36933,0, 0, 0, 0, 5682
36983,0, 0, 0, 0, 5682
37035,0, 0, 0, 0, 5682
37085,0, 0, 0, 0, 5682
37135,0, 0, 0, 0, 5682
37185,0, 0, 0, 0, 5682
37235,0, 0, 0, 0, 5682
37287,0, 0, 0, 0, 5682
37337,0, 0, 0, 0, 5682
37387,0, 0, 0, 0, 5682
37437,0, 0, 0, 0, 5682
37487,0, 0, 0, 0, 5682
37540,0, 0, 0, 0, 5682
37590,0, 0, 0, 0, 5682
37640,0, 0, 0, 0, 5682
37690,0, 0, 0, 0, 5682
37740,0, 0, 0, 0, 5682
37792,0, 0, 0, 0, 5682
37842,0, 0, 0, 0, 5682
37892,0, 0, 0, 0, 5682
37942,0, 0, 0, 0, 5682
37992,0, 0, 0, 0, 5682
38044,0, 0, 0, 0, 5682
38094,0, 0, 0, 0, 5682
38144,0, 0, 0, 0, 5682
38194,0, 0, 0, 0, 5682
38244,0, 0, 0, 0, 5682
38296,0, 0, 0, 0, 5682
38346,0, 0, 0, 0, 5682
38396,0, 0, 0, 0, 5682
38446,0, 0, 0, 0, 5682
38496,0, 0, 0, 0, 5682
38548,0, 0, 0, 0, 5682
38598,0, 0, 0, 0, 5682
38649,0, 0, 0, 0, 5682
38699,0, 0, 0, 0, 5682
38749,0, 0, 0, 0, 5682
38801,0, 0, 0, 0, 5682
38853,0, 0, 0, 0, 5682
38903,0, 0, 0, 0, 5682
