Vendor,"GRAPHTEC Corporation"
Model,"GL240"
Version,"Ver1.43  "
MaxChannel,10
WLStartCH,10
MaxLogicChannel,4
Logic/Pulse,Pulse,Off
TempUnit,C
Sampling interval,20ms
Total data points,40943     
Trigger,0         
Start time,2025-08-17,13:11:22
End time,2025-08-17,13:25:01
Trigger time,2025-08-17,13:11:22
AMP settings
CH,Signal name,Amp,Input,Range,Temperature Range,Filter,Span,,Unit,Color,,,Line Width
CH5," CH 5","M",DC,2V,,Off,+50.00,-50.00,[A],28,16,2,0
CH6," CH 6","M",DC,100V,,Off,+50.00,-50.00,[V],5,23,30,0
CH,Input,Slope,Filter,Span,,Unit,Color,,,Line Width
Pulse1,COUNT,L,,500000,0,[C],28,5,6,0
Pulse2,OFF,H,,500000,0,[],0,13,23,0
Pulse3,OFF,H,,500000,0,[],9,22,8,0
Pulse4,OFF,H,,500000,0,[],21,0,21,0
Calc settings
CH,Left term,Operator,Right term,Scaling,Span,,Unit
Data
Number,Date&Time,ms,CH5,CH6,Pulse1,Alarm1-10,AlarmLogic/Pulse,AlarmOut
      8626,2025/08/17 13:14:14,500,+  0.42,+ 49.26,        0,LLLLLLLLLL,LLLL,LLLL
      8627,2025/08/17 13:14:14,520,+  0.43,+ 49.25,        0,LLLLLLLLLL,LLLL,LLLL
      8628,2025/08/17 13:14:14,540,+  0.42,+ 49.25,        0,LLLLLLLLLL,LLLL,LLLL
      8629,2025/08/17 13:14:14,560,+  0.42,+ 49.25,        0,LLLLLLLLLL,LLLL,LLLL
      8630,2025/08/17 13:14:14,580,+  0.42,+ 49.25,        0,LLLLLLLLLL,LLLL,LLLL
      8631,2025/08/17 13:14:14,600,+  0.43,+ 49.25,        0,LLLLLLLLLL,LLLL,LLLL
      8632,2025/08/17 13:14:14,620,+  0.42,+ 49.25,        0,LLLLLLLLLL,LLLL,LLLL
      8633,2025/08/17 13:14:14,640,+  0.43,+ 49.25,        0,LLLLLLLLLL,LLLL,LLLL
      8634,2025/08/17 13:14:14,660,+  0.42,+ 49.25,        0,LLLLLLLLLL,LLLL,LLLL
      8635,2025/08/17 13:14:14,680,+  0.42,+ 49.25,        0,LLLLLLLLLL,LLLL,LLLL
      8636,2025/08/17 13:14:14,700,+  0.43,+ 49.25,        0,LLLLLLLLLL,LLLL,LLLL
      8637,2025/08/17 13:14:14,720,+  0.43,+ 49.25,        0,LLLLLLLLLL,LLLL,LLLL
      8638,2025/08/17 13:14:14,740,+  0.43,+ 49.25,        0,LLLLLLLLLL,LLLL,LLLL
      8639,2025/08/17 13:14:14,760,+  0.42,+ 49.26,        0,LLLLLLLLLL,LLLL,LLLL
      8640,2025/08/17 13:14:14,780,+  0.42,+ 49.25,        0,LLLLLLLLLL,LLLL,LLLL
      8641,2025/08/17 13:14:14,800,+  0.42,+ 49.25,        0,LLLLLLLLLL,LLLL,LLLL
      8642,2025/08/17 13:14:14,820,+  0.42,+ 49.25,        0,LLLLLLLLLL,LLLL,LLLL
      8643,2025/08/17 13:14:14,840,+  0.42,+ 49.26,        0,LLLLLLLLLL,LLLL,LLLL
      8644,2025/08/17 13:14:14,860,+  0.41,+ 49.25,        0,LLLLLLLLLL,LLLL,LLLL
      8645,2025/08/17 13:14:14,880,+  0.42,+ 49.25,        0,LLLLLLLLLL,LLLL,LLLL
      8646,2025/08/17 13:14:14,900,+  0.42,+ 49.25,        0,LLLLLLLLLL,LLLL,LLLL
      8647,2025/08/17 13:14:14,920,+  0.41,+ 49.26,        0,LLLLLLLLLL,LLLL,LLLL
      8648,2025/08/17 13:14:14,940,+  0.42,+ 49.26,        0,LLLLLLLLLL,LLLL,LLLL
      8649,2025/08/17 13:14:14,960,+  0.42,+ 49.25,        0,LLLLLLLLLL,LLLL,LLLL
      8650,2025/08/17 13:14:14,980,+  0.41,+ 49.26,        0,LLLLLLLLLL,LLLL,LLLL
      8651,2025/08/17 13:14:15,  0,+  0.42,+ 49.26,        0,LLLLLLLLLL,LLLL,LLLL
      8652,2025/08/17 13:14:15, 20,+  0.42,+ 49.25,        0,LLLLLLLLLL,LLLL,LLLL
      8653,2025/08/17 13:14:15, 40,+  0.41,+ 49.25,        0,LLLLLLLLLL,LLLL,LLLL
      8654,2025/08/17 13:14:15, 60,+  0.42,+ 49.26,        0,LLLLLLLLLL,LLLL,LLLL
      8655,2025/08/17 13:14:15, 80,+  0.42,+ 49.26,        0,LLLLLLLLLL,LLLL,LLLL
      8656,2025/08/17 13:14:15,100,+  0.42,+ 49.26,        0,LLLLLLLLLL,LLLL,LLLL
      8657,2025/08/17 13:14:15,120,+  0.42,+ 49.26,        0,LLLLLLLLLL,LLLL,LLLL
      8658,2025/08/17 13:14:15,140,+  0.42,+ 49.26,        0,LLLLLLLLLL,LLLL,LLLL
      8659,2025/08/17 13:14:15,160,+  0.41,+ 49.26,        0,LLLLLLLLLL,LLLL,LLLL
      8660,2025/08/17 13:14:15,180,+  0.41,+ 49.25,        0,LLLLLLLLLL,LLLL,LLLL
      8661,2025/08/17 13:14:15,200,+  0.42,+ 49.26,        0,LLLLLLLLLL,LLLL,LLLL
      8662,2025/08/17 13:14:15,220,+  0.42,+ 49.25,        0,LLLLLLLLLL,LLLL,LLLL
      8663,2025/08/17 13:14:15,240,+  0.41,+ 49.26,        0,LLLLLLLLLL,LLLL,LLLL
      8664,2025/08/17 13:14:15,260,+  0.43,+ 49.26,        0,LLLLLLLLLL,LLLL,LLLL
      8665,2025/08/17 13:14:15,280,+  0.42,+ 49.25,        0,LLLLLLLLLL,LLLL,LLLL
      8666,2025/08/17 13:14:15,300,+  0.43,+ 49.26,        0,LLLLLLLLLL,LLLL,LLLL
      8667,2025/08/17 13:14:15,320,+  0.43,+ 49.26,        0,LLLLLLLLLL,LLLL,LLLL
      8668,2025/08/17 13:14:15,340,+  0.42,+ 49.26,        0,LLLLLLLLLL,LLLL,LLLL
      8669,2025/08/17 13:14:15,360,+  0.42,+ 49.26,        0,LLLLLLLLLL,LLLL,LLLL
      8670,2025/08/17 13:14:15,380,+  0.42,+ 49.26,        0,LLLLLLLLLL,LLLL,LLLL
      8671,2025/08/17 13:14:15,400,+  0.42,+ 49.26,        0,LLLLLLLLLL,LLLL,LLLL
      8672,2025/08/17 13:14:15,420,+  0.42,+ 49.26,        0,LLLLLLLLLL,LLLL,LLLL
      8673,2025/08/17 13:14:15,440,+  0.42,+ 49.26,        0,LLLLLLLLLL,LLLL,LLLL
      8674,2025/08/17 13:14:15,460,+  0.42,+ 49.26,        0,LLLLLLLLLL,LLLL,LLLL
      8675,2025/08/17 13:14:15,480,+  0.41,+ 49.26,        0,LLLLLLLLLL,LLLL,LLLL
      8676,2025/08/17 13:14:15,500,+  0.42,+ 49.26,        0,LLLLLLLLLL,LLLL,LLLL
      8677,2025/08/17 13:14:15,520,+  0.43,+ 49.26,        0,LLLLLLLLLL,LLLL,LLLL
      8678,2025/08/17 13:14:15,540,+  0.41,+ 49.26,        0,LLLLLLLLLL,LLLL,LLLL
      8679,2025/08/17 13:14:15,560,+  0.42,+ 49.26,        0,LLLLLLLLLL,LLLL,LLLL
      8680,2025/08/17 13:14:15,580,+  0.42,+ 49.26,        0,LLLLLLLLLL,LLLL,LLLL
      8681,2025/08/17 13:14:15,600,+  0.42,+ 49.26,        0,LLLLLLLLLL,LLLL,LLLL
      8682,2025/08/17 13:14:15,620,+  0.42,+ 49.26,        0,LLLLLLLLLL,LLLL,LLLL
      8683,2025/08/17 13:14:15,640,+  0.42,+ 49.26,        0,LLLLLLLLLL,LLLL,LLLL
      8684,2025/08/17 13:14:15,660,+  0.42,+ 49.26,        0,LLLLLLLLLL,LLLL,LLLL
      8685,2025/08/17 13:14:15,680,+  0.41,+ 49.26,        0,LLLLLLLLLL,LLLL,LLLL
      8686,2025/08/17 13:14:15,700,+  0.42,+ 49.26,        0,LLLLLLLLLL,LLLL,LLLL
      8687,2025/08/17 13:14:15,720,+  0.42,+ 49.26,        0,LLLLLLLLLL,LLLL,LLLL
      8688,2025/08/17 13:14:15,740,+  0.42,+ 49.26,        0,LLLLLLLLLL,LLLL,LLLL
      8689,2025/08/17 13:14:15,760,+  0.42,+ 49.26,        0,LLLLLLLLLL,LLLL,LLLL
      8690,2025/08/17 13:14:15,780,+  0.42,+ 49.26,        0,LLLLLLLLLL,LLLL,LLLL
      8691,2025/08/17 13:14:15,800,+  0.42,+ 49.26,        0,LLLLLLLLLL,LLLL,LLLL
      8692,2025/08/17 13:14:15,820,+  0.42,+ 49.26,        0,LLLLLLLLLL,LLLL,LLLL
      8693,2025/08/17 13:14:15,840,+  0.42,+ 49.26,        0,LLLLLLLLLL,LLLL,LLLL
      8694,2025/08/17 13:14:15,860,+  0.42,+ 49.26,        0,LLLLLLLLLL,LLLL,LLLL
      8695,2025/08/17 13:14:15,880,+  0.42,+ 49.26,        0,LLLLLLLLLL,LLLL,LLLL
      8696,2025/08/17 13:14:15,900,+  0.43,+ 49.26,        0,LLLLLLLLLL,LLLL,LLLL
      8697,2025/08/17 13:14:15,920,+  0.44,+ 49.26,        0,LLLLLLLLLL,LLLL,LLLL
      8698,2025/08/17 13:14:15,940,+  0.42,+ 49.26,        0,LLLLLLLLLL,LLLL,LLLL
      8699,2025/08/17 13:14:15,960,+  0.42,+ 49.26,        0,LLLLLLLLLL,LLLL,LLLL
      8700,2025/08/17 13:14:15,980,+  0.43,+ 49.26,        0,LLLLLLLLLL,LLLL,LLLL
      8701,2025/08/17 13:14:16,  0,+  0.43,+ 49.26,        0,LLLLLLLLLL,LLLL,LLLL
      8702,2025/08/17 13:14:16, 20,+  0.41,+ 49.26,        0,LLLLLLLLLL,LLLL,LLLL
      8703,2025/08/17 13:14:16, 40,+  0.42,+ 49.26,        0,LLLLLLLLLL,LLLL,LLLL
      8704,2025/08/17 13:14:16, 60,+  0.42,+ 49.26,        0,LLLLLLLLLL,LLLL,LLLL
      8705,2025/08/17 13:14:16, 80,+  0.42,+ 49.26,        0,LLLLLLLLLL,LLLL,LLLL
      8706,2025/08/17 13:14:16,100,+  0.42,+ 49.26,        0,LLLLLLLLLL,LLLL,LLLL
      8707,2025/08/17 13:14:16,120,+  0.42,+ 49.26,        0,LLLLLLLLLL,LLLL,LLLL
      8708,2025/08/17 13:14:16,140,+  0.45,+ 49.26,        0,LLLLLLLLLL,LLLL,LLLL
      8709,2025/08/17 13:14:16,160,+  0.42,+ 49.26,        0,LLLLLLLLLL,LLLL,LLLL
      8710,2025/08/17 13:14:16,180,+  0.42,+ 49.26,        0,LLLLLLLLLL,LLLL,LLLL
      8711,2025/08/17 13:14:16,200,+  0.42,+ 49.26,        0,LLLLLLLLLL,LLLL,LLLL
      8712,2025/08/17 13:14:16,220,+  0.42,+ 49.26,        0,LLLLLLLLLL,LLLL,LLLL
      8713,2025/08/17 13:14:16,240,+  0.42,+ 49.26,        0,LLLLLLLLLL,LLLL,LLLL
      8714,2025/08/17 13:14:16,260,+  0.43,+ 49.26,        0,LLLLLLLLLL,LLLL,LLLL
      8715,2025/08/17 13:14:16,280,+  0.42,+ 49.26,        0,LLLLLLLLLL,LLLL,LLLL
      8716,2025/08/17 13:14:16,300,+  0.42,+ 49.26,        0,LLLLLLLLLL,LLLL,LLLL
      8717,2025/08/17 13:14:16,320,+  0.43,+ 49.26,        0,LLLLLLLLLL,LLLL,LLLL
      8718,2025/08/17 13:14:16,340,+  0.43,+ 49.26,        0,LLLLLLLLLL,LLLL,LLLL
      8719,2025/08/17 13:14:16,360,+  0.42,+ 49.26,        0,LLLLLLLLLL,LLLL,LLLL
      8720,2025/08/17 13:14:16,380,+  0.42,+ 49.26,        0,LLLLLLLLLL,LLLL,LLLL
      8721,2025/08/17 13:14:16,400,+  0.42,+ 49.26,        0,LLLLLLLLLL,LLLL,LLLL
      8722,2025/08/17 13:14:16,420,+  0.43,+ 49.26,        0,LLLLLLLLLL,LLLL,LLLL
      8723,2025/08/17 13:14:16,440,+  0.42,+ 49.27,        0,LLLLLLLLLL,LLLL,LLLL
      8724,2025/08/17 13:14:16,460,+  0.42,+ 49.26,        0,LLLLLLLLLL,LLLL,LLLL
      8725,2025/08/17 13:14:16,480,+  0.41,+ 49.26,        0,LLLLLLLLLL,LLLL,LLLL
      8726,2025/08/17 13:14:16,500,+  0.43,+ 49.26,        0,LLLLLLLLLL,LLLL,LLLL
      8727,2025/08/17 13:14:16,520,+  0.43,+ 49.26,        0,LLLLLLLLLL,LLLL,LLLL
      8728,2025/08/17 13:14:16,540,+  0.44,+ 49.27,        0,LLLLLLLLLL,LLLL,LLLL
      8729,2025/08/17 13:14:16,560,+  0.43,+ 49.26,        0,LLLLLLLLLL,LLLL,LLLL
      8730,2025/08/17 13:14:16,580,+  0.42,+ 49.27,        0,LLLLLLLLLL,LLLL,LLLL
      8731,2025/08/17 13:14:16,600,+  0.44,+ 49.26,        0,LLLLLLLLLL,LLLL,LLLL
      8732,2025/08/17 13:14:16,620,+  0.42,+ 49.26,        0,LLLLLLLLLL,LLLL,LLLL
      8733,2025/08/17 13:14:16,640,+  0.42,+ 49.26,        0,LLLLLLLLLL,LLLL,LLLL
      8734,2025/08/17 13:14:16,660,+  0.42,+ 49.27,        0,LLLLLLLLLL,LLLL,LLLL
      8735,2025/08/17 13:14:16,680,+  0.42,+ 49.26,        0,LLLLLLLLLL,LLLL,LLLL
      8736,2025/08/17 13:14:16,700,+  0.42,+ 49.26,        0,LLLLLLLLLL,LLLL,LLLL
      8737,2025/08/17 13:14:16,720,+  0.42,+ 49.27,        0,LLLLLLLLLL,LLLL,LLLL
      8738,2025/08/17 13:14:16,740,+  0.42,+ 49.26,        0,LLLLLLLLLL,LLLL,LLLL
      8739,2025/08/17 13:14:16,760,+  0.42,+ 49.27,        0,LLLLLLLLLL,LLLL,LLLL
      8740,2025/08/17 13:14:16,780,+  0.42,+ 49.26,        0,LLLLLLLLLL,LLLL,LLLL
      8741,2025/08/17 13:14:16,800,+  0.42,+ 49.26,        0,LLLLLLLLLL,LLLL,LLLL
      8742,2025/08/17 13:14:16,820,+  0.42,+ 49.27,        0,LLLLLLLLLL,LLLL,LLLL
      8743,2025/08/17 13:14:16,840,+  0.42,+ 49.26,        0,LLLLLLLLLL,LLLL,LLLL
      8744,2025/08/17 13:14:16,860,+  0.43,+ 49.27,        0,LLLLLLLLLL,LLLL,LLLL
      8745,2025/08/17 13:14:16,880,+  0.42,+ 49.26,        0,LLLLLLLLLL,LLLL,LLLL
      8746,2025/08/17 13:14:16,900,+  0.43,+ 49.27,        0,LLLLLLLLLL,LLLL,LLLL
      8747,2025/08/17 13:14:16,920,+  0.42,+ 49.27,        0,LLLLLLLLLL,LLLL,LLLL
      8748,2025/08/17 13:14:16,940,+  0.42,+ 49.27,        0,LLLLLLLLLL,LLLL,LLLL
      8749,2025/08/17 13:14:16,960,+  0.42,+ 49.27,        0,LLLLLLLLLL,LLLL,LLLL
      8750,2025/08/17 13:14:16,980,+  0.42,+ 49.27,        0,LLLLLLLLLL,LLLL,LLLL
      8751,2025/08/17 13:14:17,  0,+  0.42,+ 49.26,        0,LLLLLLLLLL,LLLL,LLLL
      8752,2025/08/17 13:14:17, 20,+  0.42,+ 49.26,        0,LLLLLLLLLL,LLLL,LLLL
      8753,2025/08/17 13:14:17, 40,+  0.42,+ 49.27,        0,LLLLLLLLLL,LLLL,LLLL
      8754,2025/08/17 13:14:17, 60,+  0.42,+ 49.27,        0,LLLLLLLLLL,LLLL,LLLL
      8755,2025/08/17 13:14:17, 80,+  0.43,+ 49.27,        0,LLLLLLLLLL,LLLL,LLLL
      8756,2025/08/17 13:14:17,100,+  0.42,+ 49.26,        0,LLLLLLLLLL,LLLL,LLLL
      8757,2025/08/17 13:14:17,120,+  0.42,+ 49.27,        0,LLLLLLLLLL,LLLL,LLLL
      8758,2025/08/17 13:14:17,140,+  0.44,+ 49.27,        0,LLLLLLLLLL,LLLL,LLLL
      8759,2025/08/17 13:14:17,160,+  0.43,+ 49.26,        0,LLLLLLLLLL,LLLL,LLLL
      8760,2025/08/17 13:14:17,180,+  0.43,+ 49.27,        0,LLLLLLLLLL,LLLL,LLLL
      8761,2025/08/17 13:14:17,200,+  0.42,+ 49.26,        0,LLLLLLLLLL,LLLL,LLLL
      8762,2025/08/17 13:14:17,220,+  0.43,+ 49.27,        0,LLLLLLLLLL,LLLL,LLLL
      8763,2025/08/17 13:14:17,240,+  0.44,+ 49.26,        0,LLLLLLLLLL,LLLL,LLLL
      8764,2025/08/17 13:14:17,260,+  0.42,+ 49.27,        0,LLLLLLLLLL,LLLL,LLLL
      8765,2025/08/17 13:14:17,280,+  0.42,+ 49.27,        0,LLLLLLLLLL,LLLL,LLLL
      8766,2025/08/17 13:14:17,300,+  0.42,+ 49.27,        0,LLLLLLLLLL,LLLL,LLLL
      8767,2025/08/17 13:14:17,320,+  0.42,+ 49.27,        0,LLLLLLLLLL,LLLL,LLLL
      8768,2025/08/17 13:14:17,340,+  0.42,+ 49.27,        0,LLLLLLLLLL,LLLL,LLLL
      8769,2025/08/17 13:14:17,360,+  0.42,+ 49.27,        0,LLLLLLLLLL,LLLL,LLLL
      8770,2025/08/17 13:14:17,380,+  0.42,+ 49.26,        0,LLLLLLLLLL,LLLL,LLLL
      8771,2025/08/17 13:14:17,400,+  0.42,+ 49.27,        0,LLLLLLLLLL,LLLL,LLLL
      8772,2025/08/17 13:14:17,420,+  0.42,+ 49.27,        0,LLLLLLLLLL,LLLL,LLLL
      8773,2025/08/17 13:14:17,440,+  0.42,+ 49.27,        0,LLLLLLLLLL,LLLL,LLLL
      8774,2025/08/17 13:14:17,460,+  0.42,+ 49.27,        0,LLLLLLLLLL,LLLL,LLLL
      8775,2025/08/17 13:14:17,480,+  0.42,+ 49.27,        0,LLLLLLLLLL,LLLL,LLLL
      8776,2025/08/17 13:14:17,500,+  0.42,+ 49.27,        0,LLLLLLLLLL,LLLL,LLLL
      8777,2025/08/17 13:14:17,520,+  0.42,+ 49.27,        0,LLLLLLLLLL,LLLL,LLLL
      8778,2025/08/17 13:14:17,540,+  0.42,+ 49.27,        0,LLLLLLLLLL,LLLL,LLLL
      8779,2025/08/17 13:14:17,560,+  0.43,+ 49.27,        0,LLLLLLLLLL,LLLL,LLLL
      8780,2025/08/17 13:14:17,580,+  0.42,+ 49.27,        0,LLLLLLLLLL,LLLL,LLLL
      8781,2025/08/17 13:14:17,600,+  0.42,+ 49.27,        0,LLLLLLLLLL,LLLL,LLLL
      8782,2025/08/17 13:14:17,620,+  0.42,+ 49.27,        0,LLLLLLLLLL,LLLL,LLLL
      8783,2025/08/17 13:14:17,640,+  0.42,+ 49.27,        0,LLLLLLLLLL,LLLL,LLLL
      8784,2025/08/17 13:14:17,660,+  0.42,+ 49.27,        0,LLLLLLLLLL,LLLL,LLLL
      8785,2025/08/17 13:14:17,680,+  0.41,+ 49.27,        0,LLLLLLLLLL,LLLL,LLLL
      8786,2025/08/17 13:14:17,700,+  0.42,+ 49.27,        0,LLLLLLLLLL,LLLL,LLLL
      8787,2025/08/17 13:14:17,720,+  0.42,+ 49.27,        0,LLLLLLLLLL,LLLL,LLLL
      8788,2025/08/17 13:14:17,740,+  0.42,+ 49.27,        0,LLLLLLLLLL,LLLL,LLLL
      8789,2025/08/17 13:14:17,760,+  0.43,+ 49.27,        0,LLLLLLLLLL,LLLL,LLLL
      8790,2025/08/17 13:14:17,780,+  0.42,+ 49.27,        0,LLLLLLLLLL,LLLL,LLLL
      8791,2025/08/17 13:14:17,800,+  0.43,+ 49.27,        0,LLLLLLLLLL,LLLL,LLLL
      8792,2025/08/17 13:14:17,820,+  0.42,+ 49.27,        0,LLLLLLLLLL,LLLL,LLLL
      8793,2025/08/17 13:14:17,840,+  0.43,+ 49.27,        0,LLLLLLLLLL,LLLL,LLLL
      8794,2025/08/17 13:14:17,860,+  0.43,+ 49.27,        0,LLLLLLLLLL,LLLL,LLLL
      8795,2025/08/17 13:14:17,880,+  0.42,+ 49.27,        0,LLLLLLLLLL,LLLL,LLLL
      8796,2025/08/17 13:14:17,900,+  0.42,+ 49.27,        0,LLLLLLLLLL,LLLL,LLLL
      8797,2025/08/17 13:14:17,920,+  0.42,+ 49.27,        0,LLLLLLLLLL,LLLL,LLLL
      8798,2025/08/17 13:14:17,940,+  0.43,+ 49.27,        0,LLLLLLLLLL,LLLL,LLLL
      8799,2025/08/17 13:14:17,960,+  0.41,+ 49.27,        0,LLLLLLLLLL,LLLL,LLLL
      8800,2025/08/17 13:14:17,980,+  0.42,+ 49.27,        0,LLLLLLLLLL,LLLL,LLLL
      8801,2025/08/17 13:14:18,  0,+  0.42,+ 49.27,        0,LLLLLLLLLL,LLLL,LLLL
      8802,2025/08/17 13:14:18, 20,+  0.42,+ 49.27,        0,LLLLLLLLLL,LLLL,LLLL
      8803,2025/08/17 13:14:18, 40,+  0.42,+ 49.27,        0,LLLLLLLLLL,LLLL,LLLL
      8804,2025/08/17 13:14:18, 60,+  0.42,+ 49.27,        0,LLLLLLLLLL,LLLL,LLLL
      8805,2025/08/17 13:14:18, 80,+  0.42,+ 49.27,        0,LLLLLLLLLL,LLLL,LLLL
      8806,2025/08/17 13:14:18,100,+  0.42,+ 49.27,        0,LLLLLLLLLL,LLLL,LLLL
      8807,2025/08/17 13:14:18,120,+  0.42,+ 49.27,        0,LLLLLLLLLL,LLLL,LLLL
      8808,2025/08/17 13:14:18,140,+  0.42,+ 49.27,        0,LLLLLLLLLL,LLLL,LLLL
      8809,2025/08/17 13:14:18,160,+  0.42,+ 49.27,        0,LLLLLLLLLL,LLLL,LLLL
      8810,2025/08/17 13:14:18,180,+  0.42,+ 49.27,        0,LLLLLLLLLL,LLLL,LLLL
      8811,2025/08/17 13:14:18,200,+  0.42,+ 49.27,        0,LLLLLLLLLL,LLLL,LLLL
      8812,2025/08/17 13:14:18,220,+  0.42,+ 49.27,        0,LLLLLLLLLL,LLLL,LLLL
      8813,2025/08/17 13:14:18,240,+  0.42,+ 49.27,        0,LLLLLLLLLL,LLLL,LLLL
      8814,2025/08/17 13:14:18,260,+  0.42,+ 49.27,        0,LLLLLLLLLL,LLLL,LLLL
      8815,2025/08/17 13:14:18,280,+  0.43,+ 49.27,        0,LLLLLLLLLL,LLLL,LLLL
      8816,2025/08/17 13:14:18,300,+  0.42,+ 49.27,        0,LLLLLLLLLL,LLLL,LLLL
      8817,2025/08/17 13:14:18,320,+  0.42,+ 49.27,        0,LLLLLLLLLL,LLLL,LLLL
      8818,2025/08/17 13:14:18,340,+  0.42,+ 49.27,        0,LLLLLLLLLL,LLLL,LLLL
      8819,2025/08/17 13:14:18,360,+  0.43,+ 49.27,        0,LLLLLLLLLL,LLLL,LLLL
      8820,2025/08/17 13:14:18,380,+  0.42,+ 49.27,        0,LLLLLLLLLL,LLLL,LLLL
      8821,2025/08/17 13:14:18,400,+  0.42,+ 49.27,        0,LLLLLLLLLL,LLLL,LLLL
      8822,2025/08/17 13:14:18,420,+  0.43,+ 49.27,        0,LLLLLLLLLL,LLLL,LLLL
      8823,2025/08/17 13:14:18,440,+  0.43,+ 49.27,        0,LLLLLLLLLL,LLLL,LLLL
      8824,2025/08/17 13:14:18,460,+  0.42,+ 49.27,        0,LLLLLLLLLL,LLLL,LLLL
      8825,2025/08/17 13:14:18,480,+  0.43,+ 49.27,        0,LLLLLLLLLL,LLLL,LLLL
      8826,2025/08/17 13:14:18,500,+  0.43,+ 49.27,        0,LLLLLLLLLL,LLLL,LLLL
      8827,2025/08/17 13:14:18,520,+  0.43,+ 49.27,        0,LLLLLLLLLL,LLLL,LLLL
      8828,2025/08/17 13:14:18,540,+  0.43,+ 49.27,        0,LLLLLLLLLL,LLLL,LLLL
      8829,2025/08/17 13:14:18,560,+  0.42,+ 49.27,        0,LLLLLLLLLL,LLLL,LLLL
      8830,2025/08/17 13:14:18,580,+  0.41,+ 49.27,        0,LLLLLLLLLL,LLLL,LLLL
      8831,2025/08/17 13:14:18,600,+  0.42,+ 49.27,        0,LLLLLLLLLL,LLLL,LLLL
      8832,2025/08/17 13:14:18,620,+  0.42,+ 49.27,        0,LLLLLLLLLL,LLLL,LLLL
      8833,2025/08/17 13:14:18,640,+  0.42,+ 49.27,        0,LLLLLLLLLL,LLLL,LLLL
      8834,2025/08/17 13:14:18,660,+  0.42,+ 49.27,        0,LLLLLLLLLL,LLLL,LLLL
      8835,2025/08/17 13:14:18,680,+  0.42,+ 49.27,        0,LLLLLLLLLL,LLLL,LLLL
      8836,2025/08/17 13:14:18,700,+  0.42,+ 49.27,        0,LLLLLLLLLL,LLLL,LLLL
      8837,2025/08/17 13:14:18,720,+  0.42,+ 49.27,        0,LLLLLLLLLL,LLLL,LLLL
      8838,2025/08/17 13:14:18,740,+  0.42,+ 49.27,        0,LLLLLLLLLL,LLLL,LLLL
      8839,2025/08/17 13:14:18,760,+  0.42,+ 49.27,        0,LLLLLLLLLL,LLLL,LLLL
      8840,2025/08/17 13:14:18,780,+  0.42,+ 49.27,        0,LLLLLLLLLL,LLLL,LLLL
      8841,2025/08/17 13:14:18,800,+  0.42,+ 49.27,        0,LLLLLLLLLL,LLLL,LLLL
      8842,2025/08/17 13:14:18,820,+  0.42,+ 49.27,        0,LLLLLLLLLL,LLLL,LLLL
      8843,2025/08/17 13:14:18,840,+  0.42,+ 49.27,        0,LLLLLLLLLL,LLLL,LLLL
      8844,2025/08/17 13:14:18,860,+  0.41,+ 49.27,        0,LLLLLLLLLL,LLLL,LLLL
      8845,2025/08/17 13:14:18,880,+  0.41,+ 49.27,        0,LLLLLLLLLL,LLLL,LLLL
      8846,2025/08/17 13:14:18,900,+  0.43,+ 49.27,        0,LLLLLLLLLL,LLLL,LLLL
      8847,2025/08/17 13:14:18,920,+  0.42,+ 49.27,        0,LLLLLLLLLL,LLLL,LLLL
      8848,2025/08/17 13:14:18,940,+  0.42,+ 49.27,        0,LLLLLLLLLL,LLLL,LLLL
      8849,2025/08/17 13:14:18,960,+  0.42,+ 49.27,        0,LLLLLLLLLL,LLLL,LLLL
      8850,2025/08/17 13:14:18,980,+  0.43,+ 49.27,        0,LLLLLLLLLL,LLLL,LLLL
      8851,2025/08/17 13:14:19,  0,+  0.42,+ 49.27,        0,LLLLLLLLLL,LLLL,LLLL
      8852,2025/08/17 13:14:19, 20,+  0.42,+ 49.27,        0,LLLLLLLLLL,LLLL,LLLL
      8853,2025/08/17 13:14:19, 40,+  0.43,+ 49.27,        0,LLLLLLLLLL,LLLL,LLLL
      8854,2025/08/17 13:14:19, 60,+  0.43,+ 49.27,        0,LLLLLLLLLL,LLLL,LLLL
      8855,2025/08/17 13:14:19, 80,+  0.43,+ 49.27,        0,LLLLLLLLLL,LLLL,LLLL
      8856,2025/08/17 13:14:19,100,+  0.43,+ 49.27,        0,LLLLLLLLLL,LLLL,LLLL
      8857,2025/08/17 13:14:19,120,+  0.43,+ 49.28,        0,LLLLLLLLLL,LLLL,LLLL
      8858,2025/08/17 13:14:19,140,+  0.42,+ 49.28,        0,LLLLLLLLLL,LLLL,LLLL
      8859,2025/08/17 13:14:19,160,+  0.42,+ 49.27,        0,LLLLLLLLLL,LLLL,LLLL
      8860,2025/08/17 13:14:19,180,+  0.42,+ 49.28,        0,LLLLLLLLLL,LLLL,LLLL
      8861,2025/08/17 13:14:19,200,+  0.43,+ 49.27,        0,LLLLLLLLLL,LLLL,LLLL
      8862,2025/08/17 13:14:19,220,+  0.42,+ 49.28,        0,LLLLLLLLLL,LLLL,LLLL
      8863,2025/08/17 13:14:19,240,+  0.42,+ 49.27,        0,LLLLLLLLLL,LLLL,LLLL
      8864,2025/08/17 13:14:19,260,+  0.42,+ 49.27,        0,LLLLLLLLLL,LLLL,LLLL
