rec_id;obc_timeStamp;gps_utcTime;gps_latitude;gps_longitude;gps_fixQuality;gps_dilution;gps_speed;lfm_netCounts;lfm_posCounts;lfm_temperature;lfm_integratedCorrFlow;lfm_instantFlow;gfs_gasFlow;gfs_gasTemp;gfs_netGasVolume;jm3_netjoule;jm3_voltage;jm3_current;sup_VoltageIn;all_energy;message_id;volt_voltage;volt_difference;Lap;Time;Column1;_1;_2
2535;1681578246.42;2017-04-05;39.79231675;-86.238630133;1.0;2023-01-01;7.0;;;;;;;;;2766.03;51430.0;5582.0;16206.0;2766.030029;714_202304_15_1659_56_0002498;;;1;17.06845;;;
2536;1681578246.51;2017-04-06;39.79234265;-86.238629483;1.0;2023-01-01;7.7;;;;;;;;;2823.817;51409.0;5640.0;16206.0;2823.817139;714_202304_15_1659_56_0002499;;;1;17.068474999964444;;;489675
2537;1681578246.62;2017-04-06;39.79234265;-86.238629483;1.0;2023-01-01;7.7;;;;;;;;;2823.817;51409.0;5640.0;16206.0;2823.817139;714_202304_15_1659_56_0002500;;;1;17.068505555555554;;;
2538;1681578246.72;2017-04-06;39.79234265;-86.238629483;1.0;2023-01-01;7.7;;;;;;;;;2882.383;51384.0;5707.0;16197.0;2882.383057;714_202304_15_1659_56_0002501;;;1;17.068533333333335;;;
2539;1681578246.82;2017-04-06;39.79234265;-86.238629483;1.0;2023-01-01;7.7;;;;;;;;;2882.383;51384.0;5707.0;16235.0;2882.383057;714_202304_15_1659_56_0002502;;;1;17.068561111111112;;;
2540;1681578246.92;2017-04-06;39.79234265;-86.238629483;1.0;2023-01-01;7.7;;;;;;;;;2942.038;51362.0;5778.0;16239.0;2942.038086;714_202304_15_1659_56_0002503;;;1;17.06858888888889;;;
2541;1681578247.02;2017-04-06;39.79234265;-86.238629483;1.0;2023-01-01;7.7;;;;;;;;;2942.038;51362.0;5778.0;16210.0;2942.038086;714_202304_15_1659_56_0002504;;;1;17.068616666666667;;;
2542;1681578247.12;2017-04-06;39.79234265;-86.238629483;1.0;2023-01-01;7.7;;;;;;;;;3001.82;51346.0;5821.0;16193.0;3001.820068;714_202304_15_1659_56_0002505;;;1;17.068644444444445;;;
2543;1681578247.22;2017-04-06;39.79234265;-86.238629483;1.0;2023-01-01;7.7;;;;;;;;;3001.82;51346.0;5821.0;16185.0;3001.820068;714_202304_15_1659_56_0002506;;;1;17.068672222222222;;;
2544;1681578247.32;2017-04-06;39.79234265;-86.238629483;1.0;2023-01-01;7.7;;;;;;;;;3062.017;51328.0;5881.0;16206.0;3062.01709;714_202304_15_1659_56_0002507;;;1;17.0687;;;
2545;1681578247.41;2017-04-06;39.79234265;-86.238629483;1.0;2023-01-01;7.7;;;;;;;;;3062.017;51328.0;5881.0;16227.0;3062.01709;714_202304_15_1659_56_0002508;;;1;17.068725000035556;;;
2546;1681578247.51;2017-04-07;39.792368167;-86.2386281;1.0;2023-01-01;8.4;;;;;;;;;3122.744;51306.0;5930.0;16202.0;3122.744141;714_202304_15_1659_56_0002509;;;1;17.068752777742223;;;
2547;1681578247.61;2017-04-07;39.792368167;-86.2386281;1.0;2023-01-01;8.4;;;;;;;;;3122.744;51306.0;5930.0;16202.0;3122.744141;714_202304_15_1659_56_0002510;;;1;17.06878055552;;;
2548;1681578247.71;2017-04-07;39.792368167;-86.2386281;1.0;2023-01-01;8.4;;;;;;;;;3184.484;51287.0;5989.0;16202.0;3184.484131;714_202304_15_1659_56_0002511;;;1;17.06880833336889;;;
2549;1681578247.81;2017-04-07;39.792368167;-86.2386281;1.0;2023-01-01;8.4;;;;;;;;;3184.484;51287.0;5989.0;16235.0;3184.484131;714_202304_15_1659_56_0002512;;;1;17.068836111075555;;;
2550;1681578247.91;2017-04-07;39.792368167;-86.2386281;1.0;2023-01-01;8.4;;;;;;;;;3246.502;51266.0;6048.0;16210.0;3246.502197;714_202304_15_1659_56_0002513;;;1;17.068863888924444;;;
2551;1681578248.01;2017-04-07;39.792368167;-86.2386281;1.0;2023-01-01;8.4;;;;;;;;;3246.502;51266.0;6048.0;16235.0;3246.502197;714_202304_15_1659_56_0002514;;;1;17.06889166663111;;;
2552;1681578248.11;2017-04-07;39.792368167;-86.2386281;1.0;2023-01-01;8.4;;;;;;;;;3308.991;51244.0;6115.0;16181.0;3308.991211;714_202304_15_1659_56_0002515;;;1;17.068919444408888;;;
2553;1681578248.21;2017-04-07;39.792368167;-86.2386281;1.0;2023-01-01;8.4;;;;;;;;;3308.991;51244.0;6115.0;16189.0;3308.991211;714_202304_15_1659_56_0002516;;;1;17.068947222257776;;;
2554;1681578248.32;2017-04-07;39.792368167;-86.2386281;1.0;2023-01-01;8.4;;;;;;;;;3372.137;51220.0;6176.0;16193.0;3372.137207;714_202304_15_1659_56_0002517;;;1;17.06897777777778;;;
2555;1681578248.41;2017-04-07;39.792368167;-86.2386281;1.0;2023-01-01;8.4;;;;;;;;;3372.137;51220.0;6176.0;16181.0;3372.137207;714_202304_15_1659_56_0002518;;;1;17.069002777813335;;;
2556;1681578248.52;2017-04-08;39.79239645;-86.238626633;1.0;2023-01-01;8.9;;;;;;;;;3436.204;51203.0;6221.0;16222.0;3436.204102;714_202304_15_1659_56_0002519;;;1;17.069033333333334;;;
2557;1681578248.62;2017-04-08;39.79239645;-86.238626633;1.0;2023-01-01;8.9;;;;;;;;;3436.204;51203.0;6221.0;16168.0;3436.204102;714_202304_15_1659_56_0002520;;;1;17.06906111111111;;;
2558;1681578248.71;2017-04-08;39.79239645;-86.238626633;1.0;2023-01-01;8.9;;;;;;;;;3500.343;51189.0;6260.0;16177.0;3500.343262;714_202304_15_1659_56_0002521;;;1;17.069086111146667;;;
2559;1681578248.81;2017-04-08;39.79239645;-86.238626633;1.0;2023-01-01;8.9;;;;;;;;;3500.343;51189.0;6260.0;16197.0;3500.343262;714_202304_15_1659_56_0002522;;;1;17.069113888853334;;;
2560;1681578248.91;2017-04-08;39.79239645;-86.238626633;1.0;2023-01-01;8.9;;;;;;;;;3564.883;51170.0;6328.0;16202.0;3564.883057;714_202304_15_1659_56_0002523;;;1;17.069141666702222;;;
2561;1681578249.02;2017-04-08;39.79239645;-86.238626633;1.0;2023-01-01;8.9;;;;;;;;;3564.883;51170.0;6328.0;16168.0;3564.883057;714_202304_15_1659_56_0002524;;;1;17.06917222222222;;;
2562;1681578249.12;2017-04-08;39.79239645;-86.238626633;1.0;2023-01-01;8.9;;;;;;;;;3630.159;51145.0;6391.0;16214.0;3630.15918;714_202304_15_1659_56_0002525;;;1;17.0692;;;
2563;1681578249.22;2017-04-08;39.79239645;-86.238626633;1.0;2023-01-01;8.9;;;;;;;;;3630.159;51145.0;6391.0;16214.0;3630.15918;714_202304_15_1659_56_0002526;;;1;17.069227777777776;;;
2564;1681578249.32;2017-04-08;39.79239645;-86.238626633;1.0;2023-01-01;8.9;;;;;;;;;3696.237;51131.0;6429.0;16168.0;3696.237061;714_202304_15_1659_56_0002527;;;1;17.069255555555554;;;
2565;1681578249.42;2017-04-08;39.79239645;-86.238626633;1.0;2023-01-01;8.9;;;;;;;;;3696.237;51131.0;6429.0;16197.0;3696.237061;714_202304_15_1659_56_0002528;;;1;17.069283333333335;;;
2566;1681578249.52;2017-04-09;39.792426883;-86.238625;1.0;2023-01-01;9.4;;;;;;;;;3762.663;51109.0;6498.0;16193.0;3762.663086;714_202304_15_1659_56_0002529;;;1;17.069311111111112;;;
2567;1681578249.61;2017-04-09;39.792426883;-86.238625;1.0;2023-01-01;9.4;;;;;;;;;3762.663;51109.0;6498.0;16214.0;3762.663086;714_202304_15_1659_56_0002530;;;1;17.069336111075554;;;
2568;1681578249.71;2017-04-09;39.792426883;-86.238625;1.0;2023-01-01;9.4;;;;;;;;;3829.702;51079.0;6582.0;16206.0;3829.702148;714_202304_15_1659_56_0002531;;;1;17.069363888924443;;;
2569;1681578249.82;2017-04-09;39.792426883;-86.238625;1.0;2023-01-01;9.4;;;;;;;;;3829.702;51079.0;6582.0;16239.0;3829.702148;714_202304_15_1659_56_0002532;;;1;17.069394444444445;;;
2570;1681578249.92;2017-04-09;39.792426883;-86.238625;1.0;2023-01-01;9.4;;;;;;;;;3829.702;51079.0;6582.0;16202.0;3829.702148;714_202304_15_1659_56_0002533;;;1;17.069422222222222;;;
2571;1681578250.02;2017-04-09;39.792426883;-86.238625;1.0;2023-01-01;9.4;;;;;;;;;3829.702;51079.0;6582.0;16227.0;3829.702148;714_202304_15_1659_56_0002534;;;1;17.06945;;;
2572;1681578250.12;2017-04-09;39.792426883;-86.238625;1.0;2023-01-01;9.4;;;;;;;;;3965.848;51053.0;6656.0;16181.0;3965.848145;714_202304_15_1659_56_0002535;;;1;17.069477777777777;;;
2573;1681578250.22;2017-04-09;39.792426883;-86.238625;1.0;2023-01-01;9.4;;;;;;;;;3965.848;51053.0;6656.0;16202.0;3965.848145;714_202304_15_1659_56_0002536;;;1;17.069505555555555;;;
2574;1681578250.32;2017-04-09;39.792426883;-86.238625;1.0;2023-01-01;9.4;;;;;;;;;4034.622;51024.0;6739.0;16206.0;4034.62207;714_202304_15_1659_56_0002537;;;1;17.069533333333332;;;
2575;1681578250.42;2017-04-09;39.792426883;-86.238625;1.0;2023-01-01;9.4;;;;;;;;;4034.622;51024.0;6739.0;16206.0;4034.62207;714_202304_15_1659_56_0002538;;;1;17.06956111111111;;;
2576;1681578250.51;2017-04-10;39.79245955;-86.238622967;1.0;2023-01-01;9.9;;;;;;;;;4103.814;51003.0;6803.0;16189.0;4103.813965;714_202304_15_1659_56_0002539;;;1;17.069586111075555;;;
2577;1681578250.61;2017-04-10;39.79245955;-86.238622967;1.0;2023-01-01;9.9;;;;;;;;;4103.814;51003.0;6803.0;16235.0;4103.813965;714_202304_15_1659_56_0002540;;;1;17.069613888853333;;;
2578;1681578250.71;2017-04-10;39.79245955;-86.238622967;1.0;2023-01-01;9.9;;;;;;;;;4173.63;50982.0;6857.0;16235.0;4173.630371;714_202304_15_1659_56_0002541;;;1;17.06964166670222;;;
2579;1681578250.81;2017-04-10;39.79245955;-86.238622967;1.0;2023-01-01;9.9;;;;;;;;;4173.63;50982.0;6857.0;16181.0;4173.630371;714_202304_15_1659_56_0002542;;;1;17.069669444408888;;;
2580;1681578250.91;2017-04-10;39.79245955;-86.238622967;1.0;2023-01-01;9.9;;;;;;;;;4244.292;50965.0;6901.0;16206.0;4244.291992;714_202304_15_1659_56_0002543;;;1;17.069697222257776;;;
2581;1681578251.01;2017-04-10;39.79245955;-86.238622967;1.0;2023-01-01;9.9;;;;;;;;;4244.292;50965.0;6901.0;16172.0;4244.291992;714_202304_15_1659_56_0002544;;;1;17.069724999964443;;;
2582;1681578251.12;2017-04-10;39.79245955;-86.238622967;1.0;2023-01-01;9.9;;;;;;;;;4315.224;50947.0;6961.0;16164.0;4315.224121;714_202304_15_1659_56_0002545;;;1;17.069755555555556;;;
2583;1681578251.21;2017-04-10;39.79245955;-86.238622967;1.0;2023-01-01;9.9;;;;;;;;;4315.224;50947.0;6961.0;16181.0;4315.224121;714_202304_15_1659_56_0002546;;;1;17.069780555591112;;;
2584;1681578251.32;2017-04-10;39.79245955;-86.238622967;1.0;2023-01-01;9.9;;;;;;;;;4386.636;50923.0;7011.0;16214.0;4386.63623;714_202304_15_1659_56_0002547;;;1;17.06981111111111;;;
2585;1681578251.41;2017-04-10;39.79245955;-86.238622967;1.0;2023-01-01;9.9;;;;;;;;;4386.636;50923.0;7011.0;16168.0;4386.63623;714_202304_15_1659_56_0002548;;;1;17.069836111146667;;;
2586;1681578251.52;2017-04-11;39.792496733;-86.23862095;1.0;2023-01-01;11.8;;;;;;;;;4458.4;50903.0;7077.0;16210.0;4458.400391;714_202304_15_1659_56_0002549;;;1;17.069866666666666;;;
2587;1681578251.62;2017-04-11;39.792496733;-86.23862095;1.0;2023-01-01;11.8;;;;;;;;;4458.4;50903.0;7077.0;16189.0;4458.400391;714_202304_15_1659_56_0002550;;;1;17.069894444444444;;;
2588;1681578251.72;2017-04-11;39.792496733;-86.23862095;1.0;2023-01-01;11.8;;;;;;;;;4531.328;50884.0;7137.0;16222.0;4531.328125;714_202304_15_1659_56_0002551;;;1;17.06992222222222;;;
2589;1681578251.81;2017-04-11;39.792496733;-86.23862095;1.0;2023-01-01;11.8;;;;;;;;;4531.328;50884.0;7137.0;16202.0;4531.328125;714_202304_15_1659_56_0002552;;;1;17.069947222186666;;;
2590;1681578251.91;2017-04-11;39.792496733;-86.23862095;1.0;2023-01-01;11.8;;;;;;;;;4604.515;50862.0;7194.0;16185.0;4604.515137;714_202304_15_1659_56_0002553;;;1;17.069975000035555;;;
2591;1681578252.01;2017-04-11;39.792496733;-86.23862095;1.0;2023-01-01;11.8;;;;;;;;;4604.515;50862.0;7194.0;16206.0;4604.515137;714_202304_15_1659_56_0002554;;;1;17.07000277774222;;;
2592;1681578252.11;2017-04-11;39.792496733;-86.23862095;1.0;2023-01-01;11.8;;;;;;;;;4678.08;50847.0;7233.0;16177.0;4678.080078;714_202304_15_1659_56_0002555;;;1;17.07003055552;;;
2593;1681578252.21;2017-04-11;39.792496733;-86.23862095;1.0;2023-01-01;11.8;;;;;;;;;4678.08;50847.0;7233.0;16206.0;4678.080078;714_202304_15_1659_56_0002556;;;1;17.070058333368888;;;
2594;1681578252.32;2017-04-11;39.792496733;-86.23862095;1.0;2023-01-01;11.8;;;;;;;;;4752.038;50822.0;7305.0;16197.0;4752.038086;714_202304_15_1659_56_0002557;;;1;17.07008888888889;;;
2595;1681578252.42;2017-04-11;39.792496733;-86.23862095;1.0;2023-01-01;11.8;;;;;;;;;4752.038;50822.0;7305.0;16197.0;4752.038086;714_202304_15_1659_56_0002558;;;1;17.070116666666667;;;
2596;1681578252.52;2017-04-12;39.792532767;-86.238619583;1.0;2023-01-01;12.7;;;;;;;;;4826.991;50807.0;7347.0;16189.0;4826.991211;714_202304_15_1659_56_0002559;;;1;17.070144444444445;;;
2597;1681578252.62;2017-04-12;39.792532767;-86.238619583;1.0;2023-01-01;12.7;;;;;;;;;4826.991;50807.0;7347.0;16185.0;4826.991211;714_202304_15_1659_56_0002560;;;1;17.070172222222222;;;
2598;1681578252.72;2017-04-12;39.792532767;-86.238619583;1.0;2023-01-01;12.7;;;;;;;;;4902.407;50786.0;7424.0;16218.0;4902.407227;714_202304_15_1659_56_0002561;;;1;17.0702;;;
2599;1681578252.81;2017-04-12;39.792532767;-86.238619583;1.0;2023-01-01;12.7;;;;;;;;;4902.407;50786.0;7424.0;16197.0;4902.407227;714_202304_15_1659_56_0002562;;;1;17.070224999964445;;;
2600;1681578252.91;2017-04-12;39.792532767;-86.238619583;1.0;2023-01-01;12.7;;;;;;;;;4978.402;50757.0;7486.0;16218.0;4978.402344;714_202304_15_1659_56_0002563;;;1;17.070252777813334;;;
2601;1681578253.01;2017-04-12;39.792532767;-86.238619583;1.0;2023-01-01;12.7;;;;;;;;;4978.402;50757.0;7486.0;16197.0;4978.402344;714_202304_15_1659_56_0002564;;;1;17.07028055552;;;
2602;1681578253.12;2017-04-12;39.792532767;-86.238619583;1.0;2023-01-01;12.7;;;;;;;;;5054.664;50738.0;7541.0;16181.0;5054.664062;714_202304_15_1659_56_0002565;;;1;17.07031111111111;;;
2603;1681578253.22;2017-04-12;39.792532767;-86.238619583;1.0;2023-01-01;12.7;;;;;;;;;5054.664;50738.0;7541.0;16181.0;5054.664062;714_202304_15_1659_56_0002566;;;1;17.070338888888887;;;
2604;1681578253.32;2017-04-12;39.792532767;-86.238619583;1.0;2023-01-01;12.7;;;;;;;;;5131.539;50723.0;7593.0;16168.0;5131.539062;714_202304_15_1659_56_0002567;;;1;17.070366666666665;;;
2605;1681578253.42;2017-04-12;39.792532767;-86.238619583;1.0;2023-01-01;12.7;;;;;;;;;5131.539;50723.0;7593.0;16177.0;5131.539062;714_202304_15_1659_56_0002568;;;1;17.070394444444446;;;
2606;1681578253.51;2017-04-13;39.792572233;-86.2386187;1.0;2023-01-01;13.4;;;;;;;;;5209.627;50701.0;7654.0;16172.0;5209.627441;714_202304_15_1659_56_0002569;;;1;17.070419444408888;;;
2607;1681578253.62;2017-04-13;39.792572233;-86.2386187;1.0;2023-01-01;13.4;;;;;;;;;5209.627;50701.0;7654.0;16177.0;5209.627441;714_202304_15_1659_56_0002570;;;1;17.07045;;;
2608;1681578253.71;2017-04-13;39.792572233;-86.2386187;1.0;2023-01-01;13.4;;;;;;;;;5287.633;50684.0;7695.0;16185.0;5287.633301;714_202304_15_1659_56_0002571;;;1;17.070475000035554;;;
2609;1681578253.81;2017-04-13;39.792572233;-86.2386187;1.0;2023-01-01;13.4;;;;;;;;;5287.633;50684.0;7695.0;16168.0;5287.633301;714_202304_15_1659_56_0002572;;;1;17.07050277774222;;;
2610;1681578253.91;2017-04-13;39.792572233;-86.2386187;1.0;2023-01-01;13.4;;;;;;;;;5365.904;50667.0;7755.0;16168.0;5365.904297;714_202304_15_1659_56_0002573;;;1;17.070530555591112;;;
2611;1681578254.02;2017-04-13;39.792572233;-86.2386187;1.0;2023-01-01;13.4;;;;;;;;;5365.904;50667.0;7755.0;16177.0;5365.904297;714_202304_15_1659_56_0002574;;;1;17.07056111111111;;;
2612;1681578254.12;2017-04-13;39.792572233;-86.2386187;1.0;2023-01-01;13.4;;;;;;;;;5445.168;50655.0;7792.0;16164.0;5445.168457;714_202304_15_1659_56_0002575;;;1;17.07058888888889;;;
2613;1681578254.22;2017-04-13;39.792572233;-86.2386187;1.0;2023-01-01;13.4;;;;;;;;;5445.168;50655.0;7792.0;16181.0;5445.168457;714_202304_15_1659_56_0002576;;;1;17.070616666666666;;;
2614;1681578254.32;2017-04-13;39.792572233;-86.2386187;1.0;2023-01-01;13.4;;;;;;;;;5524.751;50630.0;7859.0;16172.0;5524.751465;714_202304_15_1659_56_0002577;;;1;17.070644444444444;;;
2615;1681578254.42;2017-04-13;39.792572233;-86.2386187;1.0;2023-01-01;13.4;;;;;;;;;5524.751;50630.0;7859.0;16164.0;5524.751465;714_202304_15_1659_56_0002578;;;1;17.07067222222222;;;
2616;1681578254.51;2017-04-14;39.79261495;-86.238619117;1.0;2023-01-01;13.9;;;;;;;;;5604.834;50610.0;7911.0;16172.0;5604.834473;714_202304_15_1659_56_0002579;;;1;17.070697222186666;;;
2617;1681578254.61;2017-04-14;39.79261495;-86.238619117;1.0;2023-01-01;13.9;;;;;;;;;5604.834;50610.0;7911.0;16160.0;5604.834473;714_202304_15_1659_56_0002580;;;1;17.070724999964444;;;
2618;1681578254.71;2017-04-14;39.79261495;-86.238619117;1.0;2023-01-01;13.9;;;;;;;;;5685.156;50590.0;7970.0;16172.0;5685.15625;714_202304_15_1659_56_0002581;;;1;17.070752777813333;;;
2619;1681578254.82;2017-04-14;39.79261495;-86.238619117;1.0;2023-01-01;13.9;;;;;;;;;5685.156;50590.0;7970.0;16210.0;5685.15625;714_202304_15_1659_56_0002582;;;1;17.070783333333335;;;
2620;1681578254.92;2017-04-14;39.79261495;-86.238619117;1.0;2023-01-01;13.9;;;;;;;;;5766.014;50578.0;8005.0;16214.0;5766.01416;714_202304_15_1659_56_0002583;;;1;17.070811111111112;;;
2621;1681578255.01;2017-04-14;39.79261495;-86.238619117;1.0;2023-01-01;13.9;;;;;;;;;5766.014;50578.0;8005.0;16206.0;5766.01416;714_202304_15_1659_56_0002584;;;1;17.070836111075554;;;
2622;1681578255.12;2017-04-14;39.79261495;-86.238619117;1.0;2023-01-01;13.9;;;;;;;;;5848.198;50551.0;8084.0;16206.0;5848.198242;714_202304_15_1659_56_0002585;;;1;17.070866666666667;;;
2623;1681578255.22;2017-04-14;39.79261495;-86.238619117;1.0;2023-01-01;13.9;;;;;;;;;5848.198;50551.0;8084.0;16206.0;5848.198242;714_202304_15_1659_56_0002586;;;1;17.070894444444445;;;
2624;1681578255.32;2017-04-14;39.79261495;-86.238619117;1.0;2023-01-01;13.9;;;;;;;;;5930.194;50537.0;8112.0;16210.0;5930.194336;714_202304_15_1659_56_0002587;;;1;17.070922222222222;;;
2625;1681578255.41;2017-04-14;39.79261495;-86.238619117;1.0;2023-01-01;13.9;;;;;;;;;5930.194;50537.0;8112.0;16210.0;5930.194336;714_202304_15_1659_56_0002588;;;1;17.07094722225778;;;
2626;1681578255.52;2017-04-15;39.792653833;-86.238619233;1.0;2023-01-01;14.4;;;;;;;;;6012.543;50513.0;8183.0;16168.0;6012.543457;714_202304_15_1659_56_0002589;;;1;17.070977777777777;;;
2627;1681578255.62;2017-04-15;39.792653833;-86.238619233;1.0;2023-01-01;14.4;;;;;;;;;6012.543;50513.0;8183.0;16202.0;6012.543457;714_202304_15_1659_56_0002590;;;1;17.071005555555555;;;
2628;1681578255.72;2017-04-15;39.792653833;-86.238619233;1.0;2023-01-01;14.4;;;;;;;;;6095.572;50498.0;8233.0;16197.0;6095.572266;714_202304_15_1659_56_0002591;;;1;17.071033333333332;;;
2629;1681578255.82;2017-04-15;39.792653833;-86.238619233;1.0;2023-01-01;14.4;;;;;;;;;6095.572;50498.0;8233.0;16202.0;6095.572266;714_202304_15_1659_56_0002592;;;1;17.07106111111111;;;
2630;1681578255.92;2017-04-15;39.792653833;-86.238619233;1.0;2023-01-01;14.4;;;;;;;;;6179.636;50482.0;8280.0;16197.0;6179.63623;714_202304_15_1659_56_0002593;;;1;17.071088888888887;;;
2631;1681578256.02;2017-04-15;39.792653833;-86.238619233;1.0;2023-01-01;14.4;;;;;;;;;6179.636;50482.0;8280.0;16206.0;6179.63623;714_202304_15_1659_56_0002594;;;1;17.071116666666665;;;
2632;1681578256.12;2017-04-15;39.792653833;-86.238619233;1.0;2023-01-01;14.4;;;;;;;;;6263.615;50463.0;8321.0;16202.0;6263.615234;714_202304_15_1659_56_0002595;;;1;17.071144444444442;;;
2633;1681578256.21;2017-04-15;39.792653833;-86.238619233;1.0;2023-01-01;14.4;;;;;;;;;6263.615;50463.0;8321.0;16193.0;6263.615234;714_202304_15_1659_56_0002596;;;1;17.07116944448;;;
2634;1681578256.32;2017-04-15;39.792653833;-86.238619233;1.0;2023-01-01;14.4;;;;;;;;;6348.105;50436.0;8405.0;16193.0;6348.105469;714_202304_15_1659_56_0002597;;;1;17.0712;;;
2635;1681578256.41;2017-04-15;39.792653833;-86.238619233;1.0;2023-01-01;14.4;;;;;;;;;6348.105;50436.0;8405.0;16202.0;6348.105469;714_202304_15_1659_56_0002598;;;1;17.071225000035554;;;
2636;1681578256.52;2017-04-16;39.792697567;-86.2386205;1.0;2023-01-01;14.9;;;;;;;;;6433.038;50425.0;8438.0;16206.0;6433.038086;714_202304_15_1659_56_0002599;;;1;17.071255555555556;;;
2637;1681578256.62;2017-04-16;39.792697567;-86.2386205;1.0;2023-01-01;14.9;;;;;;;;;6433.038;50425.0;8438.0;16206.0;6433.038086;714_202304_15_1659_56_0002600;;;1;17.071283333333334;;;
2638;1681578256.72;2017-04-16;39.792697567;-86.2386205;1.0;2023-01-01;14.9;;;;;;;;;6519.196;50406.0;8499.0;16206.0;6519.196289;714_202304_15_1659_56_0002601;;;1;17.07131111111111;;;
2639;1681578256.81;2017-04-16;39.792697567;-86.2386205;1.0;2023-01-01;14.9;;;;;;;;;6519.196;50406.0;8499.0;16197.0;6519.196289;714_202304_15_1659_56_0002602;;;1;17.071336111075556;;;
2640;1681578256.91;2017-04-16;39.792697567;-86.2386205;1.0;2023-01-01;14.9;;;;;;;;;6605.328;50384.0;8547.0;16214.0;6605.328125;714_202304_15_1659_56_0002603;;;1;17.071363888924445;;;
2641;1681578257.02;2017-04-16;39.792697567;-86.2386205;1.0;2023-01-01;14.9;;;;;;;;;6605.328;50384.0;8547.0;16193.0;6605.328125;714_202304_15_1659_56_0002604;;;1;17.071394444444444;;;
2642;1681578257.12;2017-04-16;39.792697567;-86.2386205;1.0;2023-01-01;14.9;;;;;;;;;6691.569;50367.0;8591.0;16193.0;6691.569336;714_202304_15_1659_56_0002605;;;1;17.07142222222222;;;
2643;1681578257.21;2017-04-16;39.792697567;-86.2386205;1.0;2023-01-01;14.9;;;;;;;;;6691.569;50367.0;8591.0;16189.0;6691.569336;714_202304_15_1659_56_0002606;;;1;17.071447222257778;;;
2644;1681578257.32;2017-04-16;39.792697567;-86.2386205;1.0;2023-01-01;14.9;;;;;;;;;6778.612;50344.0;8662.0;16193.0;6778.612305;714_202304_15_1659_56_0002607;;;1;17.071477777777776;;;
2645;1681578257.41;2017-04-16;39.792697567;-86.2386205;1.0;2023-01-01;14.9;;;;;;;;;6778.612;50344.0;8662.0;16197.0;6778.612305;714_202304_15_1659_56_0002608;;;1;17.071502777813333;;;
2646;1681578257.52;2017-04-17;39.792742717;-86.23862375;1.0;2023-01-01;15.3;;;;;;;;;6866.668;50333.0;8699.0;16202.0;6866.668457;714_202304_15_1659_56_0002609;;;1;17.071533333333335;;;
2647;1681578257.62;2017-04-17;39.792742717;-86.23862375;1.0;2023-01-01;15.3;;;;;;;;;6866.668;50333.0;8699.0;16202.0;6866.668457;714_202304_15_1659_56_0002610;;;1;17.071561111111112;;;
2648;1681578257.71;2017-04-17;39.792742717;-86.23862375;1.0;2023-01-01;15.3;;;;;;;;;6954.713;50310.0;8750.0;16185.0;6954.713379;714_202304_15_1659_56_0002611;;;1;17.071586111146665;;;
2649;1681578257.81;2017-04-17;39.792742717;-86.23862375;1.0;2023-01-01;15.3;;;;;;;;;6954.713;50310.0;8750.0;16181.0;6954.713379;714_202304_15_1659_56_0002612;;;1;17.07161388885333;;;
2650;1681578257.91;2017-04-17;39.792742717;-86.23862375;1.0;2023-01-01;15.3;;;;;;;;;7042.96;50292.0;8804.0;16193.0;7042.960449;714_202304_15_1659_56_0002613;;;1;17.071641666702224;;;
2651;1681578258.02;2017-04-17;39.792742717;-86.23862375;1.0;2023-01-01;15.3;;;;;;;;;7042.96;50292.0;8804.0;16202.0;7042.960449;714_202304_15_1659_56_0002614;;;1;17.071672222222222;;;
2652;1681578258.11;2017-04-17;39.792742717;-86.23862375;1.0;2023-01-01;15.3;;;;;;;;;7131.962;50269.0;8866.0;16197.0;7131.962402;714_202304_15_1659_56_0002615;;;1;17.071697222186668;;;
2653;1681578258.21;2017-04-17;39.792742717;-86.23862375;1.0;2023-01-01;15.3;;;;;;;;;7131.962;50269.0;8866.0;16210.0;7131.962402;714_202304_15_1659_56_0002616;;;1;17.071725000035556;;;
2654;1681578258.31;2017-04-17;39.792742717;-86.23862375;1.0;2023-01-01;15.3;;;;;;;;;7222.109;50253.0;8920.0;16202.0;7222.109375;714_202304_15_1659_56_0002617;;;1;17.071752777742223;;;
2655;1681578258.41;2017-04-17;39.792742717;-86.23862375;1.0;2023-01-01;15.3;;;;;;;;;7222.109;50253.0;8920.0;16189.0;7222.109375;714_202304_15_1659_56_0002618;;;1;17.07178055559111;;;
2656;1681578258.52;2017-04-18;39.792819167;-86.238633083;1.0;2023-01-01;19.0;;;;;;;;;7312.049;50239.0;8950.0;16197.0;7312.049316;714_202304_15_1659_56_0002619;;;1;17.07181111111111;;;
2657;1681578258.62;2017-04-18;39.792819167;-86.238633083;1.0;2023-01-01;19.0;;;;;;;;;7312.049;50239.0;8950.0;16197.0;7312.049316;714_202304_15_1659_56_0002620;;;1;17.071838888888887;;;
2658;1681578258.72;2017-04-18;39.792819167;-86.238633083;1.0;2023-01-01;19.0;;;;;;;;;7402.494;50208.0;9043.0;16193.0;7402.494141;714_202304_15_1659_56_0002621;;;1;17.071866666666665;;;
2659;1681578258.81;2017-04-18;39.792819167;-86.238633083;1.0;2023-01-01;19.0;;;;;;;;;7402.494;50208.0;9043.0;16202.0;7402.494141;714_202304_15_1659_56_0002622;;;1;17.07189166663111;;;
