Tick,Throttle,Speed,Current,Voltage
24315,0, 0, 8921, 52679
24621,0, 0, 8922, 52680
24671,0, 0, 8922, 52680
24721,0, 0, 8922, 52680
24940,0, 0, 8926, 52680
24990,0, 0, 8926, 52681
25040,0, 0, 8926, 52681
25175,0, 0, 8926, 52681
25267,0, 0, 8928, 52681
25317,0, 0, 8928, 52681
25452,0, 0, 8928, 52679
25502,0, 0, 8928, 52679
25594,0, 0, 8931, 52679
25729,0, 0, 8931, 52679
25779,0, 0, 8931, 52679
25829,0, 0, 8931, 52680
26007,0, 0, 8931, 52680
26057,0, 0, 8931, 52680
26107,0, 0, 8931, 52680
26242,0, 0, 8931, 52688
26335,0, 0, 8931, 52688
26385,0, 0, 8933, 52688
26520,0, 0, 8933, 52688
26570,0, 0, 8933, 52688
26663,0, 0, 8933, 52688
