Tick,Throttle,Speed,Current,Voltage
26957,1000, 3408, 2927, 49157
27262,1000, 3408, 2945, 49149
27312,1000, 3408, 2945, 49149
27362,1000, 3408, 2945, 49149
27412,1000, 3408, 2945, 49143
27462,1000, 3408, 2945, 49143
27512,1000, 3408, 2945, 49143
27562,1000, 3408, 2945, 49143
27612,1000, 3408, 2980, 49143
27662,1000, 3408, 2980, 49143
27712,1000, 3408, 2980, 49143
27762,1000, 3408, 2980, 49143
27812,1000, 3408, 2980, 49132
27862,1000, 3770, 2980, 49132
27912,1000, 3770, 2980, 49132
27962,1000, 3770, 2980, 49132
28057,1000, 3770, 3021, 49132
28107,1000, 3770, 3021, 49132
28157,1000, 3770, 3021, 49132
28207,1000, 3770, 3021, 49120
28257,1000, 3770, 3021, 49120
28434,1000, 4192, 3062, 49120
28484,1000, 4192, 3062, 49120
28534,1000, 4192, 3062, 49120
28584,1000, 4192, 3062, 49120
28634,1000, 4192, 3062, 49114
28684,1000, 4192, 3062, 49114
28734,1000, 4192, 3062, 49114
28784,1000, 4192, 3062, 49114
28834,1000, 4192, 3112, 49114
28884,1000, 4192, 3112, 49114
28934,1000, 4192, 3112, 49114
28984,1000, 4192, 3112, 49114
29076,1000, 4192, 3112, 49103
29126,1000, 4192, 3112, 49103
29176,1000, 4192, 3112, 49103
29226,1000, 4705, 3164, 49103
29276,1000, 4705, 3164, 49103
29326,1000, 4705, 3164, 49103
29376,1000, 4705, 3164, 49103
29426,1000, 4705, 3164, 49088
29561,1000, 4705, 3164, 49088
29611,1000, 4705, 3214, 49088
29661,1000, 4705, 3214, 49088
29711,1000, 4705, 3214, 49088
29761,1000, 4705, 3214, 49088
29811,1000, 4705, 3214, 49077
29861,1000, 5157, 3214, 49077
29911,1000, 5157, 3214, 49077
29961,1000, 5157, 3214, 49077
30011,1000, 5157, 3272, 49077
30103,1000, 5157, 3272, 49077
30153,1000, 5157, 3272, 49077
30203,1000, 5157, 3272, 49069
30253,1000, 5640, 3272, 49069
30303,1000, 5640, 3272, 49069
30353,1000, 5640, 3272, 49069
30403,1000, 5640, 3272, 49069
30453,1000, 5640, 3327, 49069
30503,1000, 5640, 3327, 49069
30553,1000, 5640, 3327, 49069
30688,1000, 5640, 3327, 49055
30738,1000, 5640, 3327, 49055
30788,1000, 5640, 3327, 49055
30838,1000, 5836, 3386, 49055
30888,1000, 5836, 3386, 49055
30938,1000, 5836, 3386, 49055
30988,1000, 5836, 3386, 49055
31080,1000, 5836, 3386, 49046
31130,1000, 5836, 3386, 49046
31180,1000, 5836, 3386, 49046
31230,1000, 6273, 3424, 49046
31280,1000, 6273, 3424, 49046
31330,1000, 6273, 3424, 49046
31380,1000, 6273, 3424, 49046
31430,1000, 6273, 3424, 49037
31480,1000, 6273, 3424, 49037
31530,1000, 6273, 3424, 49037
31580,1000, 6273, 3424, 49037
31630,1000, 6273, 3450, 49037
31680,1000, 6273, 3450, 49037
31815,1000, 6273, 3450, 49030
31865,1000, 6469, 3450, 49030
31915,1000, 6469, 3450, 49030
31965,1000, 6469, 3450, 49030
32058,1000, 6469, 3471, 49030
32108,1000, 6469, 3471, 49030
32158,1000, 6469, 3471, 49030
32208,1000, 6469, 3471, 49030
32258,1000, 6756, 3471, 49021
32308,1000, 6756, 3471, 49021
32358,1000, 6756, 3471, 49021
32408,1000, 6756, 3471, 49021
32458,1000, 6756, 3515, 49021
32508,1000, 6756, 3515, 49021
32558,1000, 6756, 3515, 49021
32608,1000, 6756, 3515, 49021
32658,1000, 6937, 3515, 49010
32708,1000, 6937, 3515, 49010
32758,1000, 6937, 3515, 49010
32808,1000, 6937, 3515, 49010
32943,1000, 6937, 3570, 49010
33035,1000, 7344, 3570, 48999
33085,1000, 7344, 3570, 48999
33135,1000, 7344, 3570, 48999
33185,1000, 7344, 3570, 48999
33235,1000, 7344, 3617, 48999
33285,1000, 7344, 3617, 48999
33335,1000, 7344, 3617, 48999
33385,1000, 7344, 3617, 48999
33435,1000, 7495, 3617, 48988
33485,1000, 7495, 3617, 48988
33535,1000, 7495, 3617, 48988
33585,1000, 7495, 3617, 48988
33635,1000, 7495, 3649, 48988
33685,1000, 7495, 3649, 48988
33735,1000, 7495, 3649, 48988
33785,1000, 7495, 3649, 48988
33835,1000, 7766, 3649, 48983
33927,1000, 7766, 3649, 48983
33977,1000, 7766, 3649, 48983
34112,1000, 7766, 3681, 48983
34162,1000, 7766, 3681, 48983
34212,1000, 7766, 3681, 48983
34262,1000, 7842, 3681, 48974
34312,1000, 7842, 3681, 48974
34362,1000, 7842, 3681, 48974
34412,1000, 7842, 3681, 48974
34462,1000, 7842, 3716, 48974
34512,1000, 7842, 3716, 48974
34562,1000, 7842, 3716, 48974
34612,1000, 7842, 3716, 48974
34662,1000, 8098, 3716, 48965
34712,1000, 8098, 3716, 48965
34762,1000, 8098, 3716, 48965
34812,1000, 8098, 3716, 48965
34904,1000, 8098, 3731, 48965
34954,1000, 8098, 3731, 48965
35004,1000, 8098, 3731, 48965
35054,1000, 8098, 3731, 48964
35104,1000, 8098, 3731, 48964
35239,1000, 8098, 3731, 48964
35289,1000, 8098, 3731, 48964
35339,1000, 8098, 3731, 48964
35389,1000, 8098, 3731, 48964
35439,1000, 8144, 3731, 48960
35489,1000, 8144, 3731, 48960
35539,1000, 8144, 3731, 48960
35589,1000, 8144, 3731, 48960
35639,1000, 8144, 3705, 48960
35689,1000, 8144, 3705, 48960
35739,1000, 8144, 3705, 48960
35789,1000, 8144, 3705, 48960
35881,1000, 7842, 3705, 48963
35931,1000, 7842, 3705, 48963
35981,1000, 7842, 3705, 48963
36031,1000, 7842, 3705, 48963
36081,1000, 7842, 3676, 48963
36131,1000, 7842, 3676, 48963
36181,1000, 7842, 3676, 48963
36231,1000, 7766, 3676, 48963
36366,1000, 7766, 3676, 48968
36416,1000, 7766, 3676, 48968
36466,1000, 7766, 3640, 48968
36516,1000, 7766, 3640, 48968
36566,1000, 7766, 3640, 48968
36616,1000, 7766, 3640, 48968
36666,1000, 7465, 3640, 48970
36716,1000, 7465, 3640, 48970
36766,1000, 7465, 3640, 48970
36858,1000, 7465, 3602, 48970
36908,1000, 7465, 3602, 48970
36958,1000, 7465, 3602, 48970
37008,1000, 7465, 3602, 48970
37058,1000, 7314, 3602, 48972
37108,1000, 7314, 3602, 48972
37158,1000, 7314, 3602, 48972
37208,1000, 7314, 3602, 48972
37258,1000, 7314, 3569, 48972
37308,1000, 7314, 3569, 48972
37358,1000, 7314, 3569, 48972
37493,1000, 7073, 3569, 48972
37543,1000, 7073, 3569, 48972
37593,1000, 7073, 3569, 48972
37643,1000, 7073, 3552, 48972
37693,1000, 7073, 3552, 48972
37743,1000, 7073, 3552, 48972
37835,1000, 7012, 3552, 48972
37885,1000, 7012, 3552, 48973
37935,1000, 7012, 3552, 48973
37985,1000, 7012, 3552, 48973
38035,1000, 7012, 3552, 48973
38085,1000, 7012, 3541, 48973
38135,1000, 7012, 3541, 48973
38185,1000, 7012, 3541, 48973
38235,1000, 6816, 3541, 48973
38285,1000, 6816, 3541, 48970
38335,1000, 6816, 3541, 48970
38385,1000, 6816, 3541, 48970
38435,1000, 6816, 3541, 48970
38485,1000, 6816, 3532, 48970
38620,1000, 6816, 3532, 48970
38670,1000, 6816, 3532, 48972
38720,1000, 6816, 3532, 48972
38812,1000, 6816, 3532, 48972
38862,1000, 6816, 3515, 48972
38912,1000, 6816, 3515, 48972
38962,1000, 6816, 3515, 48972
39012,1000, 6816, 3515, 48972
39062,1000, 6816, 3515, 48973
39112,1000, 6816, 3515, 48973
39162,1000, 6816, 3515, 48973
39212,1000, 6816, 3515, 48973
39262,1000, 6666, 3487, 48973
39312,1000, 6666, 3487, 48973
39362,1000, 6666, 3487, 48973
39412,1000, 6666, 3487, 48973
39462,1000, 6666, 3487, 48975
39512,1000, 6666, 3487, 48975
39562,1000, 6666, 3487, 48975
39612,1000, 6666, 3487, 48975
39790,1000, 6605, 3466, 48975
39840,1000, 6605, 3466, 48975
39890,1000, 6605, 3466, 48976
39940,1000, 6605, 3466, 48976
39990,1000, 6605, 3466, 48976
40040,1000, 6409, 3466, 48976
40090,1000, 6409, 3442, 48976
40140,1000, 6409, 3442, 48976
40190,1000, 6409, 3442, 48976
40240,1000, 6409, 3442, 48976
40290,1000, 6409, 3442, 48975
40340,1000, 6409, 3442, 48975
40390,1000, 6409, 3442, 48975
40440,1000, 6409, 3442, 48975
40490,1000, 6409, 3432, 48975
40540,1000, 6409, 3432, 48975
40590,1000, 6409, 3432, 48975
40682,1000, 6334, 3432, 48978
40732,1000, 6334, 3432, 48978
40782,1000, 6334, 3432, 48978
40917,1000, 6334, 3421, 48978
40967,1000, 6334, 3421, 48978
41017,1000, 6334, 3421, 48978
41067,1000, 6198, 3421, 48969
41117,1000, 6198, 3421, 48969
41167,1000, 6198, 3421, 48969
41217,1000, 6198, 3421, 48969
41267,1000, 6198, 3427, 48969
41317,1000, 6198, 3427, 48969
41367,1000, 6198, 3427, 48969
41417,1000, 6198, 3427, 48969
41467,1000, 6243, 3427, 48971
41517,1000, 6243, 3427, 48971
41567,1000, 6243, 3427, 48971
41659,1000, 6243, 3427, 48971
41709,1000, 6243, 3428, 48971
41844,1000, 6243, 3428, 48971
41894,1000, 6243, 3428, 48969
41944,1000, 6243, 3428, 48969
41994,1000, 6243, 3428, 48969
42044,1000, 6153, 3428, 48969
42094,1000, 6153, 3431, 48969
42144,1000, 6153, 3431, 48969
42194,1000, 6153, 3431, 48969
42244,1000, 6153, 3431, 48969
42294,1000, 6153, 3431, 48964
42344,1000, 6153, 3431, 48964
42394,1000, 6153, 3431, 48964
42444,1000, 6273, 3431, 48964
42494,1000, 6273, 2627, 48964
42544,1000, 6273, 2627, 48964
42636,1000, 6273, 2627, 48964
42686,1000, 6273, 2627, 48966
42736,1000, 6273, 2627, 48966
42786,1000, 6273, 2627, 48966
42836,1000, 6273, 2627, 48966
42971,1000, 6273, 2426, 48966
43021,1000, 6273, 2426, 48966
43071,1000, 6228, 2426, 48963
43121,1000, 6228, 2426, 48963
43171,1000, 6228, 2426, 48963
43221,1000, 6228, 2426, 48963
43271,1000, 6228, 2438, 48963
43321,1000, 6228, 2438, 48963
43371,1000, 6228, 2438, 48963
43421,1000, 6228, 2438, 48963
43471,1000, 6198, 2438, 48960
43521,1000, 6198, 2438, 48960
43613,1000, 6198, 2438, 48960
43663,1000, 6198, 2438, 48960
43713,1000, 6198, 2431, 48960
43763,1000, 6198, 2431, 48960
43813,1000, 6198, 2431, 48960
43863,1000, 6198, 2431, 48960
43913,1000, 6198, 2431, 48958
43963,1000, 6198, 2431, 48958
44098,1000, 6228, 2439, 48958
44148,1000, 6228, 2439, 48958
44198,1000, 6228, 2439, 48958
44248,1000, 6228, 2439, 48958
44298,1000, 6228, 2439, 48952
44348,1000, 6228, 2439, 48952
44398,1000, 6228, 2439, 48952
44448,1000, 6243, 2439, 48952
44498,1000, 6243, 2408, 48952
44548,1000, 6243, 2408, 48952
44640,1000, 6243, 2408, 48952
44690,1000, 6243, 2408, 48951
44740,1000, 6243, 2408, 48951
44790,1000, 6243, 2408, 48951
44840,1000, 6243, 2408, 48951
44890,1000, 6243, 2457, 48951
44940,1000, 6243, 2457, 48951
44990,1000, 6243, 2457, 48951
45040,1000, 6198, 2457, 48951
45090,1000, 6198, 2457, 48947
45225,1000, 6198, 2457, 48947
45275,1000, 6198, 2457, 48947
45325,1000, 6198, 2497, 48947
45375,1000, 6198, 2497, 48947
45425,1000, 6379, 2497, 48947
45475,1000, 6379, 2497, 48947
45525,1000, 6379, 2497, 48941
45620,1000, 6379, 2497, 48941
45670,1000, 6379, 2497, 48941
45720,1000, 6379, 2529, 48941
45770,1000, 6379, 2529, 48941
45820,1000, 6379, 2529, 48941
45870,1000, 6439, 2529, 48941
45920,1000, 6439, 2529, 48939
45970,1000, 6439, 2529, 48939
46020,1000, 6439, 2529, 48939
46070,1000, 6439, 2529, 48939
46120,1000, 6439, 2462, 48939
46170,1000, 6439, 2462, 48939
46220,1000, 6439, 2462, 48939
46355,1000, 6439, 2462, 48936
46405,1000, 6439, 2462, 48936
46455,1000, 6575, 2462, 48936
46505,1000, 6575, 2410, 48936
46597,1000, 6575, 2410, 48936
46647,1000, 6575, 2410, 48936
46697,1000, 6575, 2410, 49443
46747,1000, 6575, 2410, 49443
46797,1000, 6575, 2410, 49443
46847,1000, 6605, 2410, 49443
46897,1000, 6605, 143, 49443
46947,1000, 6605, 143, 49443
46997,1000, 6605, 143, 49443
47047,1000, 6605, 143, 49443
47097,1000, 6605, 143, 49446
47147,1000, 6605, 143, 49446
47197,1000, 6605, 143, 49446
47247,1000, 6500, 143, 49446
47297,1000, 6500, 187, 49446
47347,1000, 6500, 187, 49446
47482,1000, 6500, 187, 49446
47574,1000, 6500, 187, 49453
47624,1000, 6500, 187, 49453
47674,1000, 6500, 187, 49453
47724,1000, 6500, 189, 49453
47774,1000, 6500, 189, 49453
47824,1000, 6334, 189, 49453
47874,1000, 6334, 189, 49453
47924,94, 6334, 189, 49459
47974,94, 6334, 189, 49459
48024,94, 6334, 189, 49459
48074,94, 6334, 189, 49459
48124,94, 6334, 242, 49459
48174,94, 6334, 242, 49459
48224,94, 6198, 242, 49459
48274,94, 6198, 242, 49459
48324,94, 6198, 242, 49449
48374,94, 6198, 242, 49449
48424,94, 6198, 242, 49449
48516,94, 6198, 347, 49449
48651,94, 6198, 347, 49449
48701,94, 6198, 347, 49441
48751,100, 6198, 347, 49441
48801,100, 6198, 347, 49441
48851,100, 5927, 347, 49441
48901,100, 5927, 362, 49441
48951,100, 5927, 362, 49441
49001,100, 5927, 362, 49441
49051,100, 5927, 362, 49441
49101,100, 5927, 362, 49444
49151,100, 5927, 362, 49444
49201,100, 5927, 362, 49444
49251,100, 5881, 362, 49444
49301,100, 5881, 359, 49444
49351,100, 5881, 359, 49444
49401,100, 5881, 359, 49444
49451,100, 5881, 359, 49444
49501,100, 5881, 359, 49448
49593,324, 5881, 359, 49448
49643,324, 5881, 359, 49448
49778,324, 5881, 354, 49448
49828,324, 5595, 354, 49448
49878,324, 5595, 354, 49448
49928,324, 5595, 354, 49449
49978,324, 5595, 354, 49449
50028,324, 5595, 354, 49449
50078,324, 5595, 354, 49449
50128,324, 5595, 352, 49449
50178,324, 5595, 352, 49449
50228,324, 5595, 352, 49449
50278,324, 5595, 352, 49449
50328,536, 5595, 352, 49452
50378,536, 5595, 352, 49452
50428,536, 5595, 352, 49452
50478,536, 5595, 352, 49452
50528,536, 5595, 1503, 49452
50620,536, 5595, 1503, 49452
50670,536, 5595, 1503, 49452
50720,536, 5595, 1503, 49072
50770,536, 5595, 1503, 49072
50905,536, 5459, 1503, 49072
50955,536, 5459, 2022, 49072
51005,536, 5459, 2022, 49072
51055,536, 5459, 2022, 49072
51105,536, 5459, 2022, 49072
51155,535, 5459, 2022, 49062
51205,535, 5459, 2022, 49062
51255,535, 5459, 2022, 49062
51305,535, 5459, 2022, 49062
51355,535, 5459, 2029, 49062
51405,535, 5459, 2029, 49062
51455,535, 5474, 2029, 49062
51505,535, 5474, 2029, 49062
51555,535, 5474, 2029, 49058
51647,535, 5474, 2029, 49058
51697,535, 5474, 2029, 49058
51747,535, 5474, 2077, 49058
51797,535, 5474, 2077, 49058
51847,535, 5474, 2077, 49058
51897,535, 5474, 2077, 49058
52032,538, 5338, 2077, 49052
52082,538, 5338, 2077, 49052
52132,538, 5338, 2088, 49052
52182,538, 5338, 2088, 49052
52232,538, 5338, 2088, 49052
52282,538, 5338, 2088, 49052
52332,538, 5338, 2088, 49053
52382,538, 5338, 2088, 49053
52432,538, 5444, 2088, 49053
52482,538, 5444, 2088, 49053
52532,538, 5444, 2046, 49053
52624,538, 5444, 2046, 49053
52674,538, 5444, 2046, 49053
52724,535, 5444, 2046, 49046
52774,535, 5444, 2046, 49046
52824,535, 5444, 2046, 49046
52874,535, 5444, 2046, 49046
52924,535, 5444, 2067, 49046
52974,535, 5444, 2067, 49046
53024,535, 5384, 2067, 49046
53159,535, 5384, 2067, 49043
53209,535, 5384, 2067, 49043
53259,535, 5384, 2067, 49043
53309,535, 5384, 2067, 49043
53359,535, 5384, 2070, 49043
53409,535, 5384, 2070, 49043
53459,535, 5384, 2070, 49043
53509,535, 5384, 2070, 49043
53559,538, 5384, 2070, 49039
53651,538, 5474, 2070, 49039
53701,538, 5474, 2070, 49039
53751,538, 5474, 2700, 49039
53801,538, 5474, 2700, 49039
53851,538, 5474, 2700, 49039
53901,538, 5474, 2700, 49039
53951,538, 5474, 2700, 49040
54001,538, 5474, 2700, 49040
54051,538, 5474, 2700, 49040
54101,538, 5474, 2700, 49040
54151,538, 5474, 2900, 49040
54286,538, 5414, 2900, 49040
54336,536, 5414, 2900, 49033
54386,536, 5414, 2900, 49033
54436,536, 5414, 2900, 49033
54486,536, 5414, 2900, 49033
54536,536, 5414, 2915, 49033
54586,536, 5414, 2915, 49033
54678,536, 5414, 2915, 49033
54728,536, 5414, 2915, 49036
54778,536, 5414, 2915, 49036
54828,536, 5534, 2915, 49036
54878,536, 5534, 2915, 49036
54928,536, 5534, 2912, 49036
54978,536, 5534, 2912, 49036
55028,536, 5534, 2912, 49036
55078,536, 5534, 2912, 49036
55128,1000, 5534, 2912, 49034
55178,1000, 5534, 2912, 49034
55228,1000, 5459, 2912, 49034
55278,1000, 5459, 2912, 49034
55413,1000, 5459, 2917, 49034
55463,1000, 5459, 2917, 49034
55513,1000, 5459, 2917, 49034
55563,1000, 5459, 2917, 49032
55655,1000, 5459, 2917, 49032
55705,1000, 5459, 2917, 49032
55755,1000, 5459, 2918, 49032
55805,1000, 5459, 2918, 49032
55855,1000, 5459, 2918, 49032
55905,1000, 5459, 2918, 49032
55955,1000, 5459, 2918, 49030
56005,1000, 5459, 2918, 49030
56055,1000, 5459, 2918, 49030
56105,1000, 5459, 2918, 49030
56155,1000, 5459, 2917, 49030
56205,1000, 5459, 2917, 49030
56340,1000, 5459, 2917, 49029
56390,1000, 5459, 2917, 49029
56440,1000, 0, 2917, 49029
56490,1000, 0, 2917, 49029
56540,1000, 0, 2916, 49029
56590,1000, 0, 2916, 49029
56682,1000, 0, 2916, 49029
56732,1000, 0, 2916, 49029
56782,1000, 0, 2916, 49027
56832,1000, 0, 2916, 49027
56882,1000, 0, 2916, 49027
56932,1000, 0, 2916, 49027
56982,1000, 0, 760, 49027
57032,1000, 5414, 760, 49027
57082,1000, 5414, 760, 49027
57132,1000, 5414, 760, 49027
57182,1000, 5414, 760, 49454
57232,1000, 5414, 760, 49454
57282,1000, 5414, 760, 49454
57332,1000, 5414, 760, 49454
57467,1000, 5384, 139, 49454
57517,1000, 5384, 139, 49454
57567,1000, 5384, 139, 49462
57617,1000, 5384, 139, 49462
57709,1000, 5384, 139, 49462
57759,1000, 5384, 112, 49462
57809,1000, 5384, 112, 49462
57859,1000, 5384, 112, 49462
57909,1000, 5384, 112, 49462
57959,1000, 5384, 112, 49467
58009,1000, 5384, 112, 49467
58059,1000, 5580, 112, 49467
58109,1000, 5580, 112, 49467
58159,1000, 5580, 0, 49467
58209,1000, 5580, 0, 49467
58259,1000, 5580, 0, 49467
58309,1000, 5580, 0, 49467
58359,1000, 5580, 0, 49469
58409,1000, 5580, 0, 49469
58459,1000, 5580, 0, 49469
58594,1000, 5580, 0, 49469
58644,1000, 5565, 0, 49469
58778,1000, 5565, 0, 49475
