Tick,Throttle,Speed,Current,Voltage,HallPulses,Distance_m
38777,689,10148,122,48945,189,79.178
38827,689,10116,121,48945,189,79.178
38877,689,10116,121,48945,190,79.597
38927,689,10116,121,48945,190,79.597
38977,689,10116,121,48945,190,79.597
39039,689,10008,121,48945,191,80.016
39089,689,10008,121,48945,191,80.016
39139,689,10008,121,48945,192,80.435
39189,689,10008,121,48945,192,80.435
39245,690,10093,12188,48945,192,80.435
39295,690,10093,12188,48945,193,80.854
39345,690,10093,12188,48945,193,80.854
39395,690,10093,12188,48945,193,80.854
39445,690,10077,12188,48945,194,81.273
39495,690,10077,12188,48945,194,81.273
39557,690,10077,12188,48945,194,81.273
39607,690,9964,12188,48945,195,81.692
39657,690,9964,122,48945,195,81.692
39707,690,9964,122,48945,195,81.692
39757,690,9964,122,48945,196,82.111
39807,690,10024,122,48945,196,82.111
39857,690,10024,122,48945,196,82.111
39907,690,10024,122,48945,197,82.529
39963,690,10024,122,48945,197,82.529
40013,689,10028,122,48945,197,82.529
40075,689,10028,121,48945,198,82.948
40125,689,10028,121,48945,198,82.948
40175,689,10028,121,48945,198,82.948
40225,689,9932,121,48945,199,83.367
40275,689,9932,121,48946,199,83.367
40325,689,9932,121,48946,199,83.367
40375,689,9932,121,48946,200,83.786
40425,689,9972,121,48946,200,83.786
40475,689,9972,123,48946,200,83.786
40525,689,9972,123,48946,201,84.205
40587,689,9972,123,48946,201,84.205
40637,689,9976,123,48944,201,84.205
40693,689,9976,123,48944,202,84.624
40743,689,9976,123,48944,202,84.624
40793,689,9976,123,48944,202,84.624
40843,690,9884,121,48944,203,85.043
40893,690,9884,121,48944,203,85.043
40943,690,9884,121,48944,203,85.043
40993,690,9884,121,48944,204,85.462
41043,690,9924,121,48944,204,85.462
41105,690,9924,121,48944,205,85.881
41155,690,9924,121,48944,205,85.881
41205,690,9923,121,48944,205,85.881
41255,690,9923,122,48944,205,85.881
41305,690,9923,122,48944,206,86.300
41355,690,9923,122,48944,206,86.300
41411,690,9927,122,48944,206,86.300
41461,690,9927,122,48945,207,86.719
41511,690,9927,122,48945,207,86.719
41561,690,9927,122,48945,207,86.719
41622,689,9885,122,48945,208,87.138
41672,689,9885,122,48945,208,87.138
41722,689,9885,122,48945,209,87.557
41772,689,9885,122,48945,209,87.557
41822,689,9881,122,48945,209,87.557
41872,689,9881,122,48945,210,87.976
41922,689,9881,122,48945,210,87.976
41972,689,9881,122,48945,210,87.976
42022,689,9876,122,48945,210,87.976
42072,689,9876,121,48945,211,88.395
42139,689,9876,121,48945,211,88.395
42189,689,9876,121,48945,212,88.813
42239,689,9825,121,48945,212,88.813
42289,689,9825,121,48943,212,88.813
42339,689,9825,121,48943,213,89.232
42389,689,9825,121,48943,213,89.232
42439,690,9833,121,48943,213,89.232
42489,690,9833,121,48943,214,89.651
42539,690,9833,121,48943,214,89.651
42589,690,9833,121,48943,214,89.651
42651,690,9844,121,48945,215,90.070
42701,690,9844,121,48945,215,90.070
42751,690,9844,121,48945,215,90.070
42801,690,9844,121,48945,216,90.489
42851,690,9786,122,48945,216,90.489
42907,690,9786,122,48945,216,90.489
42957,690,9786,122,48945,217,90.908
43007,690,9774,122,48945,217,90.908
43057,690,9774,122,48945,217,90.908
43107,690,9774,122,48945,218,91.327
43168,690,9774,122,48945,218,91.327
43218,689,9774,122,48945,218,91.327
43268,689,9774,122,48945,219,91.746
43318,689,9774,122,48945,219,91.746
43368,689,9774,122,48945,219,91.746
43418,689,9691,122,48945,220,92.165
43468,689,9691,122,48945,220,92.165
43518,689,9691,122,48945,220,92.165
43568,689,9691,122,48945,221,92.584
43623,689,9740,122,48945,221,92.584
43684,689,9740,122,48945,221,92.584
43734,689,9740,122,48945,222,93.003
43784,689,9740,122,48945,222,93.003
43834,689,9732,122,47190,222,93.003
43884,689,9732,122,47190,223,93.422
43934,690,9732,122,47190,223,93.422
43984,690,9732,122,47190,223,93.422
44034,690,9634,121,47190,223,93.422
44084,690,9634,121,47190,224,93.841
44134,690,9634,121,47190,224,93.841
44195,690,9634,121,47190,225,94.260
44245,690,9669,121,48945,225,94.260
44295,690,9669,121,48945,225,94.260
44350,690,9669,121,48945,226,94.678
44400,690,9669,121,48945,226,94.678
44450,690,9672,121,48945,226,94.678
44500,690,9672,121,48945,226,94.678
44550,690,9672,121,48945,227,95.097
44600,690,9672,121,48945,227,95.097
44650,690,9586,121,48944,227,95.097
44712,690,9586,121,48944,228,95.516
44762,690,9586,121,48944,228,95.516
44812,690,9627,121,48944,228,95.516
44862,690,9627,121,48944,229,95.935
44912,690,9627,121,48944,229,95.935
44962,690,9627,121,48944,229,95.935
45012,690,9628,121,48944,230,96.354
45068,690,9628,121,48944,230,96.354
45118,690,9628,121,48944,230,96.354
45168,690,9628,121,48944,231,96.773
45230,690,9549,121,48944,231,96.773
45280,690,9549,121,48944,231,96.773
45330,690,9549,121,48944,232,97.192
45380,690,9549,121,48944,232,97.192
45430,690,9585,121,48944,232,97.192
45480,690,9585,121,48944,233,97.611
45530,689,9585,121,48944,233,97.611
45580,689,9585,121,48944,233,97.611
45630,689,9579,121,48944,234,98.030
45680,689,9579,121,48944,234,98.030
45743,689,9579,121,48944,234,98.030
45793,689,9579,121,48944,235,98.449
45849,689,9498,121,48944,235,98.449
45899,689,9498,121,48944,235,98.449
45949,689,9498,121,48944,236,98.868
45999,689,9498,121,48944,236,98.868
46049,689,9530,121,48944,236,98.868
46099,689,9530,121,48944,237,99.287
46149,689,9530,121,48944,237,99.287
46199,689,9530,121,48944,237,99.287
46261,689,9526,121,48944,238,99.706
46311,690,9526,121,48944,238,99.706
46361,690,9526,121,48944,238,99.706
46411,690,9450,121,48944,239,100.125
46461,690,9450,121,48944,239,100.125
46511,690,9450,121,48944,239,100.125
46567,690,9450,121,48944,240,100.544
46617,690,9493,121,48944,240,100.544
46667,690,9493,121,48944,240,100.544
46717,690,9493,121,48944,240,100.544
46779,690,9493,121,48944,241,100.962
46829,690,9486,121,48944,241,100.962
46879,690,9486,121,48944,241,100.962
46929,690,9486,121,48944,242,101.381
46979,690,9486,121,48944,242,101.381
47029,690,9486,121,48944,242,101.381
47079,690,9486,121,48944,243,101.800
47129,690,9486,121,48944,243,101.800
47179,690,9486,121,48944,243,101.800
47229,690,9432,121,48944,244,102.219
47296,690,9432,121,48944,244,102.219
47346,690,9432,121,48944,244,102.219
47396,690,9432,121,48944,245,102.638
47446,690,9432,121,48944,245,102.638
47496,690,9432,121,48944,245,102.638
47546,690,9432,121,48944,246,103.057
47596,690,9432,121,48944,246,103.057
47646,690,9432,121,48944,246,103.057
47696,690,9432,121,48944,247,103.476
47746,690,9432,121,48944,247,103.476
47808,690,9357,121,48944,247,103.476
47858,690,9357,121,48944,248,103.895
47908,689,9357,121,48944,248,103.895
47964,689,9357,121,48944,248,103.895
48014,689,9379,121,48944,249,104.314
48064,689,9379,121,48944,249,104.314
48114,689,9379,121,48944,249,104.314
48164,689,9379,121,48944,249,104.314
48214,689,9364,121,48944,250,104.733
48264,689,9364,121,48944,250,104.733
48326,689,9364,121,48944,250,104.733
48376,689,9364,121,48944,251,105.152
48426,689,9273,121,48944,251,105.152
48476,689,9273,121,48944,251,105.152
48526,689,9273,121,48944,252,105.571
48576,689,9273,121,48944,252,105.571
48626,689,9325,121,48944,252,105.571
48682,689,9325,121,48944,253,105.990
48732,689,9325,121,48944,253,105.990
48782,689,9325,121,48944,253,105.990
48843,689,9332,121,48944,254,106.409
48893,689,9332,121,48944,254,106.409
48943,689,9332,121,48944,254,106.409
48993,689,9332,121,48944,255,106.828
49043,689,9249,121,48944,255,106.828
49093,689,9249,121,48944,255,106.828
49143,689,9249,121,48944,256,107.246
49193,689,9249,121,48944,256,107.246
49243,689,9279,121,48944,256,107.246
49293,689,9279,121,48944,256,107.246
49354,689,9279,121,48944,257,107.665
49415,689,9281,121,48944,257,107.665
49465,689,9281,121,48944,257,107.665
49515,690,9281,121,48944,258,108.084
49565,690,9281,121,48944,258,108.084
49615,690,9270,121,48944,258,108.084
49665,690,9270,121,48944,259,108.503
49715,690,9270,121,48944,259,108.503
49765,690,9270,121,48944,259,108.503
49815,690,9234,121,48944,260,108.922
49900,690,9234,121,48944,260,108.922
49950,690,9234,121,48944,260,108.922
50000,690,9234,121,48944,261,109.341
50050,690,9240,121,48944,261,109.341
50100,690,9240,121,48944,261,109.341
50155,690,9240,121,48944,262,109.760
50205,690,9231,121,48944,262,109.760
50255,690,9231,121,48944,262,109.760
50305,689,9231,121,48944,263,110.179
50355,689,9231,121,48944,263,110.179
50422,689,9134,121,48944,263,110.179
50472,689,9134,121,48944,264,110.598
50522,689,9134,121,48944,264,110.598
50572,689,9134,121,48944,264,110.598
50622,689,9178,121,48944,265,111.017
50672,689,9178,121,48944,265,111.017
50722,689,9178,121,48944,265,111.017
50772,689,9178,121,48944,265,111.017
50822,689,9160,121,48944,266,111.436
50878,689,9160,121,48944,266,111.436
50940,689,9160,121,48944,266,111.436
50990,689,9160,121,48944,267,111.855
51040,689,9076,0,48944,267,111.855
51090,689,9076,0,48944,267,111.855
51140,689,9076,0,48944,268,112.274
51190,689,9076,0,48944,268,112.274
51240,689,9118,0,48942,268,112.274
51290,689,9118,0,48942,269,112.693
51340,689,9118,0,48942,269,112.693
51390,689,9118,0,48942,269,112.693
51452,689,9136,122,48942,270,113.111
51502,689,9136,122,48942,270,113.111
51552,689,9136,122,48942,270,113.111
51608,689,9113,122,48942,270,113.111
51658,689,9113,122,48942,271,113.530
51708,689,9113,122,48942,271,113.530
51758,689,9113,122,48942,271,113.530
51808,689,9046,122,48942,272,113.949
51858,689,9046,121,48942,272,113.949
51908,690,9046,121,48942,272,113.949
51970,690,9046,121,48942,273,114.368
52020,690,9059,121,48942,273,114.368
52070,690,9059,121,48942,273,114.368
52120,690,9059,121,48942,274,114.787
52170,690,9059,121,48942,274,114.787
52220,690,9059,121,48942,274,114.787
52270,690,9059,121,48942,274,114.787
52326,690,9059,121,48942,275,115.206
52376,690,9059,121,48942,275,115.206
52426,690,8993,121,48942,275,115.206
52488,690,8993,121,48941,276,115.625
52538,690,8993,121,48941,276,115.625
52588,690,8993,121,48941,276,115.625
52638,690,9019,121,48941,277,116.044
52688,690,9019,121,48941,277,116.044
52738,689,9019,121,48941,277,116.044
52788,689,9019,121,48941,278,116.463
52838,689,9000,121,48943,278,116.463
52888,689,9000,121,48943,278,116.463
52938,689,9000,121,48943,278,116.463
53000,689,9000,121,48943,279,116.882
53056,689,8931,122,48943,279,116.882
53106,689,8931,122,48943,279,116.882
53156,689,8931,122,48943,280,117.301
53206,689,9002,122,48943,280,117.301
53256,689,9002,122,48941,280,117.301
53306,689,9002,122,48941,281,117.720
53356,689,9002,122,48941,281,117.720
53406,689,8973,122,48941,281,117.720
53456,689,8973,122,48941,282,118.139
53518,689,8973,122,48941,282,118.139
53568,689,8973,122,48941,282,118.139
53618,689,8955,122,48941,282,118.139
53668,689,8955,122,48943,283,118.558
53724,689,8955,122,48943,283,118.558
53774,689,8955,122,48943,283,118.558
53824,689,8906,122,48943,284,118.977
53874,689,8906,121,48943,284,118.977
53924,689,8906,121,48943,284,118.977
53974,689,8906,121,48943,285,119.395
54036,689,8899,121,48943,285,119.395
54086,689,8899,121,48943,285,119.395
54136,689,8899,121,48943,286,119.814
54186,689,8899,121,48943,286,119.814
54236,689,8906,121,48943,286,119.814
54286,689,8906,121,48943,286,119.814
54336,690,8906,121,48943,287,120.233
54386,690,8906,121,48943,287,120.233
54442,690,8826,121,48943,287,120.233
54492,690,8826,121,48943,288,120.652
54555,690,8826,121,48943,288,120.652
54605,690,8886,121,48943,288,120.652
54655,690,8886,121,48943,289,121.071
54705,690,8886,121,48943,289,121.071
54755,690,8886,121,48943,289,121.071
54805,690,8858,121,48943,289,121.071
54855,690,8858,121,48943,290,121.490
54905,690,8858,121,48942,290,121.490
54955,690,8858,121,48942,290,121.490
55005,690,8764,121,48942,291,121.909
55066,690,8764,121,48942,291,121.909
55116,690,8764,121,48942,291,121.909
55172,690,8764,121,48942,292,122.328
55222,690,8811,121,48942,292,122.328
55272,690,8811,121,48941,292,122.328
55322,690,8811,121,48941,292,122.328
55372,690,8811,121,48941,293,122.747
55422,690,8810,121,48941,293,122.747
55472,690,8810,121,48941,293,122.747
55522,690,8810,121,48941,294,123.166
55583,690,8810,121,48941,294,123.166
55633,690,8814,121,48941,294,123.166
55683,690,8814,121,48942,295,123.585
55733,690,8814,121,48942,295,123.585
55783,690,8814,121,48942,295,123.585
55833,690,8733,121,48942,295,123.585
55888,690,8733,121,48942,296,124.004
55938,689,8733,121,48942,296,124.004
55988,689,8733,121,48942,296,124.004
56038,689,8764,121,48942,297,124.423
56100,689,8764,121,48941,297,124.423
56150,689,8764,121,48941,297,124.423
56200,689,8764,121,48941,298,124.842
56250,689,8770,121,48941,298,124.842
56300,689,8770,122,48941,298,124.842
56350,689,8770,122,48941,298,124.842
56400,689,8770,122,48941,299,125.260
56450,689,8666,122,48941,299,125.260
56500,689,8666,122,48941,299,125.260
56550,689,8666,122,48941,300,125.679
56617,689,8742,122,48941,300,125.679
56667,689,8742,122,48941,300,125.679
56717,689,8742,272,48941,301,126.098
56767,689,8742,272,48941,301,126.098
56817,689,8708,272,48941,301,126.098
56867,689,8708,272,48941,301,126.098
56917,689,8708,272,48928,302,126.517
56967,689,8708,272,48928,302,126.517
57017,689,8714,272,48928,302,126.517
57067,689,8714,272,48928,303,126.936
57129,689,8714,206,48928,303,126.936
57179,689,8714,206,48928,303,126.936
57229,689,8603,206,48928,303,126.936
57279,689,8603,206,48927,304,127.355
57335,689,8603,206,48927,304,127.355
57385,689,8603,206,48927,304,127.355
57435,689,8665,206,48927,305,127.774
57485,689,8665,203,48927,305,127.774
57535,689,8665,203,48927,305,127.774
57585,689,8665,203,48927,305,127.774
57647,689,8656,203,48927,306,128.193
57697,689,8656,203,48908,306,128.193
57747,689,8656,203,48908,306,128.193
57797,689,8656,203,48908,307,128.612
57847,689,8576,203,48908,307,128.612
57897,689,8576,297,48908,307,128.612
57947,689,8576,297,48908,308,129.031
57997,689,8576,297,48908,308,129.031
58053,689,8612,297,48908,308,129.031
58103,689,8612,297,47190,308,129.031
58165,689,8612,297,47190,309,129.450
58215,689,8606,297,47190,309,129.450
58265,689,8606,297,47190,309,129.450
58315,595,8606,380,47190,310,129.869
58365,595,8606,380,47190,310,129.869
58415,595,8602,380,47190,310,129.869
58465,595,8602,380,47190,311,130.288
58515,595,8602,380,48896,311,130.288
58565,595,8602,380,48896,311,130.288
58615,595,8549,380,48896,311,130.288
58677,595,8549,380,48896,312,130.707
58733,595,8549,384,48896,312,130.707
58783,595,8549,384,48896,312,130.707
58833,595,8572,384,48896,313,131.126
58883,595,8572,384,48896,313,131.126
58933,595,8572,384,48894,313,131.126
58983,595,8572,384,48894,313,131.126
59033,595,8540,384,48894,314,131.544
59083,595,8540,384,48894,314,131.544
59133,0,8540,379,48894,314,131.544
59195,0,8540,379,48894,315,131.963
59245,0,8481,379,48894,315,131.963
59295,0,8481,379,48895,315,131.963
59345,0,8481,379,48895,315,131.963
59395,0,8481,379,48895,316,132.382
59445,0,8526,379,48895,316,132.382
59501,0,8526,379,48895,316,132.382
59551,0,8526,379,48895,317,132.801
59601,0,8526,379,48895,317,132.801
59651,0,8512,379,48895,317,132.801
59713,0,8512,379,48892,318,133.220
59763,0,8512,379,48892,318,133.220
59813,0,8499,379,48892,318,133.220
59863,0,8499,379,48892,318,133.220
59913,0,8499,377,48892,319,133.639
59963,0,8499,377,48892,319,133.639
60013,0,8421,377,48892,319,133.639
60063,0,8421,377,48892,320,134.058
60113,0,8421,377,48896,320,134.058
60163,0,8421,377,48896,320,134.058
60230,0,8465,377,48896,320,134.058
60280,0,8465,377,48896,321,134.477
60330,0,8465,362,48896,321,134.477
60380,0,8465,362,48896,321,134.477
60430,0,8461,362,48896,322,134.896
60480,0,8461,362,48896,322,134.896
60530,0,8461,362,47190,322,134.896
60580,0,8461,362,47190,322,134.896
60630,0,8372,362,47190,323,135.315
60680,0,8372,362,47190,323,135.315
60741,0,8372,361,47190,323,135.315
60791,0,8372,361,47190,324,135.734
60841,0,8410,361,47190,324,135.734
60891,0,8410,361,48894,324,135.734
60941,0,8410,361,48894,324,135.734
60997,0,8410,361,48894,325,136.153
61047,0,8400,361,48894,325,136.153
61097,0,8400,360,48894,325,136.153
61147,0,8400,360,48894,326,136.572
61197,0,8400,360,48894,326,136.572
61258,0,8404,360,48894,326,136.572
61308,0,8404,360,48894,326,136.572
61358,0,8404,360,48894,327,136.991
61408,0,8335,360,48894,327,136.991
61458,0,8335,360,48894,327,136.991
61508,0,8335,360,48894,328,137.409
61558,0,8335,360,48894,328,137.409
61608,0,8363,360,48894,328,137.409
61658,0,8363,360,48894,328,137.409
61713,0,8363,360,48895,329,137.828
61774,0,8363,360,48895,329,137.828
61824,0,8366,360,48895,329,137.828
61874,0,8366,360,48895,330,138.247
61924,0,8366,360,48895,330,138.247
61974,0,8366,360,48895,330,138.247
62024,0,8354,360,48895,330,138.247
62074,0,8354,360,48895,331,138.666
62124,0,8354,360,48894,331,138.666
62174,0,8354,360,48894,331,138.666
62224,0,8288,360,48894,331,138.666
62285,0,8288,360,48894,332,139.085
62335,0,8288,361,48894,332,139.085
62385,0,8288,361,48894,332,139.085
62435,0,8299,361,48894,333,139.504
62491,0,8299,361,48894,333,139.504
62541,0,8299,361,48892,333,139.504
62591,0,8299,361,48892,333,139.504
62641,0,8285,361,48892,334,139.923
62691,0,8285,361,48892,334,139.923
62741,0,8285,360,48892,334,139.923
62803,0,8285,360,48892,335,140.342
62853,0,8233,360,48892,335,140.342
62903,0,8233,360,48892,335,140.342
62953,0,8233,360,48892,335,140.342
63003,0,8233,360,48892,336,140.761
63053,0,8249,360,48892,336,140.761
63103,0,8249,360,48892,336,140.761
63153,0,8249,360,48892,337,141.180
63203,0,8249,360,48892,337,141.180
63259,0,8266,360,48892,337,141.180
63321,0,8266,360,48563,337,141.180
63371,0,8266,360,48563,338,141.599
63421,0,8256,360,48563,338,141.599
63471,0,8256,360,48563,338,141.599
63521,0,8256,359,48563,339,142.018
63571,0,8256,359,48563,339,142.018
63621,0,8186,359,48563,339,142.018
63671,0,8186,359,48563,339,142.018
63721,0,8186,359,48894,340,142.437
63771,0,8186,359,48894,340,142.437
63833,0,8205,359,48894,340,142.437
63883,0,8205,359,48894,341,142.856
63933,0,8205,359,48894,341,142.856
63990,0,8205,359,48894,341,142.856
64040,0,8192,359,48894,341,142.856
64090,0,8192,359,48894,342,143.275
64140,0,8192,359,48895,342,143.275
64190,0,8192,359,48895,342,143.275
64240,0,8183,359,48895,342,143.275
64290,0,8183,359,48895,343,143.693
64352,0,8183,355,48895,343,143.693
64402,0,8183,355,48895,343,143.693
64452,0,8115,355,48895,344,144.112
64502,0,8115,355,48895,344,144.112
64552,0,8115,355,48893,344,144.112
64602,0,8115,355,48893,344,144.112
64652,0,8141,355,48893,345,144.531
64702,0,8141,355,48893,345,144.531
64758,0,8141,355,48893,345,144.531
64808,0,8141,355,48893,346,144.950
64870,0,8141,355,48893,346,144.950
64920,0,8141,355,48893,346,144.950
64970,0,8141,355,48892,346,144.950
65020,0,8062,355,48892,347,145.369
65070,0,8062,355,48892,347,145.369
65120,0,8062,355,48892,347,145.369
65170,0,8062,355,48892,347,145.369
65220,0,8089,355,48892,348,145.788
65270,0,8089,355,48892,348,145.788
65320,0,8089,355,48892,348,145.788
65382,0,8089,355,48892,349,146.207
65432,0,8089,355,48892,349,146.207
65482,0,8089,355,48892,349,146.207
65538,198,8089,355,48892,349,146.207
65588,198,8089,354,48892,350,146.626
65638,198,8086,354,48892,350,146.626
65688,198,8086,354,48892,350,146.626
65738,198,8086,354,48892,350,146.626
65788,198,8086,354,48811,351,147.045
65838,198,8023,354,48811,351,147.045
65900,198,8023,354,48811,351,147.045
65950,198,8023,912,48811,352,147.464
66000,198,8023,912,48811,352,147.464
66050,198,8036,912,48811,352,147.464
66100,198,8036,912,48811,352,147.464
66150,198,8036,912,48811,353,147.883
66206,198,8027,912,48825,353,147.883
66256,198,8027,912,48825,353,147.883
66306,201,8027,912,48825,354,148.302
66356,201,8027,721,48825,354,148.302
66417,201,8021,721,48825,354,148.302
66467,201,8021,721,48825,354,148.302
66517,201,8021,721,48825,355,148.721
66567,201,8021,721,48824,355,148.721
66617,201,7947,721,48824,355,148.721
66667,201,7947,721,48824,355,148.721
66717,201,7947,721,48824,356,149.140
66767,201,7947,726,48824,356,149.140
66817,201,7998,726,48824,356,149.140
66867,201,7998,726,48824,356,149.140
66934,201,7998,726,48824,357,149.559
66984,201,7998,726,48821,357,149.559
67034,201,7975,726,48821,357,149.559
67084,201,7975,726,48821,358,149.977
67134,200,7975,726,48821,358,149.977
67184,200,7975,728,48821,358,149.977
67234,200,7972,728,48821,358,149.977
67284,200,7972,728,48821,359,150.396
67334,200,7972,728,47190,359,150.396
67384,200,7972,728,47190,359,150.396
67445,200,7883,728,47190,360,150.815
67495,200,7883,728,47190,360,150.815
67545,200,7883,721,47190,360,150.815
67595,200,7883,721,47190,360,150.815
67650,200,7921,721,47190,361,151.234
67700,200,7921,721,47190,361,151.234
67750,200,7921,721,48819,361,151.234
67800,200,7921,721,48819,361,151.234
67850,200,7922,721,48819,362,151.653
67900,200,7922,721,48819,362,151.653
67962,200,7922,730,48819,362,151.653
68012,200,7920,730,48819,362,151.653
68062,200,7920,730,48819,363,152.072
68112,200,7920,730,48819,363,152.072
68162,200,7920,730,48818,363,152.072
68212,200,7840,730,48818,364,152.491
68262,200,7840,730,48818,364,152.491
68312,200,7840,730,48818,364,152.491
68368,200,7840,730,48818,364,152.491
68418,200,7861,730,48818,365,152.910
68480,200,7861,730,48818,365,152.910
68530,200,7861,730,48818,365,152.910
68580,200,7861,730,48818,365,152.910
68630,200,7848,730,48818,366,153.329
68680,200,7848,730,48818,366,153.329
68730,200,7848,730,48818,366,153.329
68780,200,7848,727,48818,366,153.329
68830,200,7773,727,48818,367,153.748
68880,200,7773,727,48818,367,153.748
68930,200,7773,727,48818,367,153.748
68992,200,7773,727,48816,368,154.167
69042,200,7804,727,48816,368,154.167
69098,200,7804,727,48816,368,154.167
69148,200,7804,731,48816,368,154.167
69198,200,7804,731,48816,369,154.586
69248,200,7802,731,48816,369,154.586
69298,200,7802,731,48816,369,154.586
69348,200,7802,731,48818,369,154.586
69398,200,7802,731,48818,370,155.005
69448,200,7809,731,48818,370,155.005
69510,200,7809,731,48818,370,155.005
69560,200,7809,725,48818,370,155.005
69610,200,7739,725,48818,371,155.424
69660,200,7739,725,48818,371,155.424
69710,200,7739,725,48818,371,155.424
69760,200,7739,725,48814,372,155.842
69816,200,7780,725,48814,372,155.842
69866,200,7780,725,48814,372,155.842
69916,200,7780,725,48814,372,155.842
69966,200,7780,724,48814,373,156.261
70028,200,7758,724,48814,373,156.261
70078,200,7758,724,48814,373,156.261
70128,200,7758,724,48814,373,156.261
70178,200,7758,724,48815,374,156.680
70228,200,7727,724,48815,374,156.680
70278,200,7727,724,48815,374,156.680
70328,200,7727,724,48815,374,156.680
70378,200,7727,734,48815,375,157.099
70428,200,7658,734,48815,375,157.099
70484,200,7658,734,48815,375,157.099
70546,200,7658,734,48815,376,157.518
70596,200,7658,734,48815,376,157.518
70646,200,7691,734,48815,376,157.518
70696,200,7691,734,48815,376,157.518
70746,200,7691,734,48815,377,157.937
70796,200,7691,734,48815,377,157.937
70846,200,7707,734,48815,377,157.937
70896,200,7707,734,48815,377,157.937
70946,200,7707,734,48815,378,158.356
70996,200,7707,734,48812,378,158.356
71058,200,7698,734,48812,378,158.356
71108,200,7698,734,48812,378,158.356
71158,200,7698,738,48812,379,158.775
71214,200,7627,738,48812,379,158.775
71264,200,7627,738,48812,379,158.775
71314,200,7627,738,48812,379,158.775
71364,200,7627,738,48813,380,159.194
71414,200,7667,738,48813,380,159.194
71464,200,7667,738,48813,380,159.194
71514,200,7667,738,48813,380,159.194
71576,200,7667,729,48813,381,159.613
71626,200,7652,729,48813,381,159.613
71676,200,7652,729,48813,381,159.613
71726,200,7652,729,48813,381,159.613
71776,200,7652,729,48812,382,160.032
71826,200,7641,729,48812,382,160.032
71876,200,7641,729,48812,382,160.032
71932,201,7641,729,48812,383,160.451
71982,201,7641,0,48812,383,160.451
72032,201,7553,0,48812,383,160.451
72103,201,7553,0,48812,383,160.451
72153,201,7553,0,48812,384,160.870
72203,201,7553,0,48805,384,160.870
72253,201,7632,0,48805,384,160.870
72303,201,7632,0,48805,384,160.870
72353,201,7632,0,48805,385,161.289
72403,201,7632,738,48805,385,161.289
72453,201,7595,738,48805,385,161.289
72503,201,7595,738,48805,385,161.289
72553,201,7595,738,48805,386,161.708
72614,201,7591,738,48809,386,161.708
72675,201,7591,738,48809,386,161.708
72725,199,7591,738,48809,386,161.708
72775,199,7591,739,48809,387,162.126
72825,199,7469,739,48809,387,162.126
72875,199,7469,739,48809,387,162.126
72925,199,7469,739,48809,388,162.545
72975,199,7469,739,48809,388,162.545
73025,199,7538,739,48811,388,162.545
73075,199,7538,739,48811,388,162.545
73160,199,7538,739,48811,389,162.964
73210,199,7514,725,48811,389,162.964
73260,199,7514,725,48811,389,162.964
73310,199,7514,725,48811,389,162.964
73360,199,7514,725,48811,390,163.383
73415,199,7523,725,48811,390,163.383
73465,199,7523,725,48811,390,163.383
73515,199,7523,725,48811,390,163.383
73565,199,7523,725,48811,391,163.802
73615,199,7435,691,48811,391,163.802
73682,199,7435,691,48811,391,163.802
73732,199,7435,691,48811,392,164.221
73782,199,7435,691,48865,392,164.221
73832,199,7478,691,48865,392,164.221
73882,199,7478,691,48865,392,164.221
73932,199,7478,691,48865,392,164.221
73982,199,7478,0,48865,393,164.640
74032,199,7469,0,48865,393,164.640
74082,199,7469,0,48865,393,164.640
74138,199,7469,0,48865,393,164.640
74200,199,7469,0,47190,394,165.059
74250,199,7464,0,47190,394,165.059
74300,199,7464,0,47190,394,165.059
74350,60,7464,0,47190,395,165.478
74400,60,7464,0,47190,395,165.478
74450,60,7393,0,47190,395,165.478
74500,60,7393,0,47190,395,165.478
74550,60,7393,0,47190,396,165.897
74600,60,7393,0,48861,396,165.897
74650,60,7437,0,48861,396,165.897
74712,60,7437,0,48861,396,165.897
74762,60,7437,428,48861,397,166.316
74812,60,7417,428,48861,397,166.316
74862,60,7417,428,48861,397,166.316
74918,60,7417,428,48861,397,166.316
74968,60,7417,428,48861,398,166.735
75018,60,7399,428,48861,398,166.735
75068,60,7399,428,48861,398,166.735
75118,60,7399,428,48861,398,166.735
75168,60,7399,425,48861,399,167.154
75230,60,7323,425,48861,399,167.154
75280,60,7323,425,48861,399,167.154
75330,60,7323,425,47250,399,167.154
75380,60,7323,425,47250,400,167.573
75430,60,7366,425,47250,400,167.573
75480,60,7366,425,47250,400,167.573
75530,60,7366,805,47250,400,167.573
75580,60,7366,805,47250,401,167.991
75636,60,7371,805,47250,401,167.991
75686,60,7371,805,47250,401,167.991
75748,60,7371,805,48803,401,167.991
75798,60,7371,805,48803,402,168.410
75848,60,7349,805,48803,402,168.410
75898,60,7349,805,48803,402,168.410
75948,60,7349,779,48803,402,168.410
75998,60,7349,779,48803,403,168.829
76048,60,7285,779,48803,403,168.829
76098,60,7285,779,48803,403,168.829
76148,60,7285,779,47579,403,168.829
76198,60,7285,779,47579,404,169.248
76260,60,7313,779,47579,404,169.248
76310,60,7313,779,47579,404,169.248
76366,60,7313,4135,47579,404,169.248
76416,60,7314,4135,47579,405,169.667
76466,60,7314,4135,47579,405,169.667
76516,60,7314,4135,47579,405,169.667
76566,60,7314,4135,48591,405,169.667
76616,60,7314,4135,48591,406,170.086
76666,60,7314,4135,48591,406,170.086
